RandomSeed	CP1	CP2	CP3	CP4
517871934	1310	1860	2430	3890
1227103299	1230	1850	2430	3550
2737564893	1310	2610	4220	4860
3653759354	1250	2590	4100	4790
1452471463	1960	3210	3440	3680
3664786015	1190	1610	2300	3870
2246241605	3670	4850	5090	5210
2987935626	1860	3220	3690	4080
1723477945	1340	2390	4060	4740
2192730695	1730	2870	3830	4680
3742844128	1350	2680	3260	3920
1765252531	1110	3120	3510	3930
2926795307	1200	1770	2530	3600
170213397	640	1250	2420	4150
3683654040	1260	1810	2390	3890
2317397057	500	1080	2380	3360
4096267878	1390	2900	4190	4800
2321905849	290	530	2220	4270
1689172949	1020	1520	2100	4050
2504106561	920	1220	1970	3870
3962143194	1560	2670	4080	4760
2112921525	1590	2040	2640	3830
1138817246	1590	3030	4500	4880
185172935	1250	2110	2660	4020
3117489099	2100	2560	3930	4730
2229616622	860	1160	1540	4100
2268415304	1310	2660	4140	4800
2707876291	1880	2750	3140	3620
2799240110	4430	5060	5240	5310
835117613	1260	2990	3360	3930
982298188	340	690	3760	4610
1434776838	1580	3070	3720	4250
3033058056	650	1350	2750	4110
3049447256	1480	3540	4030	4470
282213317	1340	2560	4040	4750
2828231414	2010	3100	3490	4030
1566054754	450	790	2730	4770
1091113560	1790	3150	4280	4860
441450177	1310	2990	3450	4020
3051889160	1220	1750	2380	3440
1939545912	1940	2910	4130	4760
711050563	790	1600	2040	3540
1197610179	1700	3090	3510	4010
143107513	1430	3190	3570	4250
2292247144	1590	2130	2660	4170
707894278	480	690	1010	1330
1286132353	700	1270	3020	4150
3092308182	560	1060	2510	3950
2234062153	670	1440	2930	3770
3893471302	640	1780	2470	3490
1622863600	550	890	1280	1680
4208972428	1180	1520	1730	1890
2311900821	1670	2150	2580	4070
3306893991	3210	3380	3570	4050
1553798474	560	1060	2650	3940
2170011112	2070	2730	3180	3810
863480652	1380	2510	3170	3680
3691205836	1730	2270	2740	4020
1153646973	1300	3040	3550	4500
481554187	1400	1960	2490	3970
1182952088	1290	2800	3270	3850
952219094	2060	2890	3290	3690
880739968	1090	1480	1810	2040
1542583891	1640	2190	2620	3940
3202411410	1850	3400	3670	3940
1205954961	1350	1830	2550	3660
3172857319	1500	3290	4540	5010
853684729	1370	2700	4290	4860
3997502582	1720	3150	3960	4360
3885534788	450	680	880	2550
1882825775	1230	2920	3440	4060
2432261869	1770	3030	3450	4110
2622833482	3580	3990	4540	4910
1488740665	600	1300	2820	4090
1246644024	1420	3170	3620	4140
4049839035	190	340	1200	2380
497441617	1320	1790	2250	3350
420204131	1150	3300	4320	4950
3574842670	440	840	1190	1520
1337447744	1310	1830	2340	3920
2454922389	1210	1950	2490	3910
1205264910	3460	4040	4490	4910
1492206712	1660	3020	3620	4160
2764083082	3260	4780	5040	5210
1198690960	550	1340	2580	3970
3658457678	500	880	1410	1920
848727745	730	1340	2990	4050
1498861531	3460	3980	4420	4780
4053738649	1100	1800	2290	4040
1299324319	700	1180	2750	3680
3884934170	1820	2780	4170	4730
