RandomSeed	CP1	CP2	CP3	CP4
314141515	520	1370	2750	4090
2219285411	590	1090	2190	3590
3401103502	530	1110	2410	3950
4082056113	490	1040	2900	4120
924713390	2010	2960	3460	4060
1131189261	720	1820	3600	4250
3899523377	920	2010	4410	4980
793634665	1350	2580	3150	3930
3789912611	1280	2380	4340	4840
4270690140	1480	2830	3540	4130
3757716468	1660	3190	4420	4860
2804943129	580	1150	2570	3950
999938796	680	1250	2570	4060
2015751562	460	970	2190	4230
3701844453	1680	2220	2680	3900
1050472014	630	1150	2610	4190
1316979850	590	1300	2890	3860
2581363565	700	1130	2420	3620
284597940	580	1210	2720	4350
4118541579	1760	2740	3410	4030
3779000523	460	830	1320	1900
4009754830	1370	3260	4570	5000
2683833668	480	960	2640	4150
248325888	450	980	2610	4010
656483978	710	2790	4580	5080
1669376957	910	1190	1500	3890
1183438788	470	1200	3050	4290
2832229792	1040	1460	1650	1820
1194991662	1030	2090	3890	4770
1917387321	1260	2610	3110	3790
2188717342	570	1080	2290	4100
626219905	620	1140	2970	3660
3813644355	1240	1820	2230	4200
2743467782	610	1270	3160	4540
2832467231	870	1500	2150	4460
2044752438	1490	1940	2410	3750
1722388874	1800	3290	3720	4130
3487987995	560	1320	2790	4070
3870930578	560	1210	2750	4110
214350298	520	1250	3170	3940
431802487	610	1260	3060	4470
3011384469	380	600	770	1930
55237123	1300	3010	4420	4900
2797703552	490	1060	2380	3350
1531223333	430	1030	2670	4400
1406985870	1550	1940	2400	4100
2297028809	1770	2390	2850	4130
849250049	1110	1770	2430	4040
1920611637	520	1130	2310	3820
1660049108	570	1680	2770	4000
928167111	1150	1870	2510	4090
1066183376	590	1000	2790	4180
3735979029	640	1150	2690	4240
2986838381	1200	1840	2440	3880
4168350226	590	1160	2390	3590
3264473916	650	1380	2800	4000
1003232210	1500	2560	4120	4770
3179163677	1530	2560	4180	4750
517551843	1420	2030	2510	3880
451729997	480	920	1830	3870
4035067075	550	1190	2360	3980
3115825727	1030	2340	4190	4730
223166015	2070	3280	3700	4230
915439050	2870	3620	4280	4940
2154562403	1240	1770	2400	3690
3507086058	3030	3540	4000	4790
2673943255	450	1290	2530	4070
2343443832	470	830	2310	3680
