RandomSeed	CP1	CP2	CP3	CP4
3843160463	1430	1970	2930	3500
1275243206	1440	2910	4440	4960
1319207120	360	520	700	3730
3503043377	1240	1560	2510	3130
305261306	470	710	950	3800
222606313	1630	3090	4190	4820
1007175895	880	2500	4460	4950
1137641615	830	1710	2020	3550
1484452872	2260	4490	4690	4840
2978516248	1810	3040	4640	5030
2916802126	300	1080	2030	3840
3676674599	380	570	750	2810
3350201960	380	590	780	2640
603815092	1780	3780	4130	4490
1418350088	1520	4450	5020	5180
2956176161	450	1200	2500	3790
3054332759	1130	1820	3720	4220
2538079081	130	480	1370	4230
3345413014	1500	2270	2960	3360
2309092274	410	1280	4160	4580
1247928634	2120	4360	4620	4870
1110316280	220	440	1030	2900
1100872837	1830	4460	4660	4860
2735309224	640	2590	4780	5050
1681139452	1990	3640	4240	4820
1137705737	320	900	2170	4050
4009111986	1480	2560	3550	4660
328896506	370	1590	2850	4250
3249415453	330	790	2570	3720
3741390450	880	1220	2810	4590
3476279599	1060	2450	3690	4770
3006105083	2520	3690	4300	4850
3157765913	1030	2850	4720	5060
1502755408	1600	3870	4210	4550
3747098774	1200	1740	3300	4600
4118770566	1780	4670	4910	5060
1789136882	410	830	2250	4970
11534206	1830	2900	3680	3870
1560400357	740	2130	3230	4620
3096900441	170	340	1860	3060
3301512300	5070	5150	5270	5340
4161428614	3170	4840	5000	5140
4102499644	690	1430	3430	4420
749160613	880	1440	1860	3850
3814364109	360	660	3510	4430
4276675963	730	1380	2790	3370
89369600	750	2640	4160	4760
3633067324	940	1270	1610	3960
1386601836	590	1330	1820	3030
2066795500	1110	2880	4490	4940
3203741122	510	820	1790	2920
2637403241	1720	2570	3460	3970
3805322242	730	2040	4490	4940
532526618	350	720	2120	3850
408746441	1210	2370	4190	4780
3900560676	460	680	860	3330
94899234	1950	4530	4670	4830
2705475340	1410	3840	4790	5140
3430015618	370	750	2560	4990
597940771	730	1090	1450	3700
1460049059	2200	4310	4860	5120
472004551	910	2400	4040	4740
1568653392	1270	1990	3320	4770
2370301171	900	1250	3430	4540
3071311638	1190	2380	4480	4820
2361326759	2070	4470	4950	5200
787232554	530	960	1800	2940
112665104	2200	3680	4340	4860
257803485	260	520	1900	3200
1775084145	1270	2330	3820	4850
1567973103	1600	2620	3270	4380
3273082398	210	430	850	2870
252854903	840	1400	3580	4250
3670673222	800	1490	4330	4890
1560717708	2030	2450	3850	4510
495086776	2170	3760	4340	4850
654540999	490	990	1560	2950
3810316622	1530	3780	4120	4440
3699503485	740	1890	4180	4780
837944133	760	1980	4120	4620
340426807	560	920	3460	4610
1598788979	1770	3970	4720	5040
3655187039	810	1310	3680	4450
2996124772	330	560	1660	2870
837282563	820	1480	1870	3830
2055460527	680	910	1140	4440
284003471	320	570	2430	4080
3095439740	1420	4800	5110	5260
1279359453	190	340	740	2350
2089537924	870	1340	3530	4260
2353347331	550	1040	2640	4570
3329622631	390	1000	2460	3380
449454426	1750	4000	4360	4880
2812802573	750	1440	3650	4520
2101346191	180	440	1040	3470
1259023810	2160	4250	4410	4610
36891177	780	2830	4380	4780
3494178955	1590	2680	4010	4750
216224175	680	1480	4020	4610
2729606383	2010	4350	4570	4780
1170633957	500	960	2420	4750
3924054058	670	2670	4570	4980
1318497607	1080	4150	4470	4790
3202897386	640	1030	4020	4820
1408407789	480	970	2360	4240
3075616808	1440	2800	3680	4740
3727844506	570	960	3830	4330
2874992370	810	1840	2590	3230
4135756551	590	1180	3800	4530
667159515	970	3080	4970	5200
506487761	740	1110	3270	4250
537638039	1080	2130	3400	4580
769706821	1430	2600	3460	4410
917416926	920	1810	2640	3840
793289122	920	1730	2270	3630
3562647537	420	600	820	3310
1222920420	360	1250	2680	3500
3393831486	1030	1700	2360	2780
27830852	270	530	1410	2900
3560474788	720	1120	3610	4440
1426407803	2010	4300	4840	5150
202362393	550	1580	2990	3440
2911380690	490	1080	1500	3270
4148178452	660	1650	4390	4810
1867396530	580	780	960	2890
1688093206	2640	4620	4830	4990
2086016736	850	1410	3230	4550
3511767420	260	510	1020	3900
752419459	660	1120	3300	4270
4163561624	790	1090	2930	3870
1784529430	1250	1910	4090	4580
1093064790	2550	4300	4890	5160
3561553319	520	1430	2940	4010
4151185157	850	1550	3860	4570
3885875412	270	520	1420	3230
1210438189	570	770	1020	3310
2249320797	1980	4620	4830	4980
2638735810	780	1540	4560	5010
1431452138	940	1860	4330	4860
1902918162	380	750	1540	3980
4162839778	470	950	3290	4400
2906766308	300	410	500	2470
1502278144	310	440	560	2800
1766306362	470	710	950	3410
2077581042	2100	3120	4570	5020
260437035	500	1180	3100	4610
3004386218	990	1220	3250	4520
1433505067	890	1960	3940	4860
2686521330	1480	3970	4290	4600
3408137965	780	1510	3680	4970
1325495315	410	1390	4450	4870
605164055	970	1910	2330	3100
3158731842	2000	2340	3370	4490
1543545976	440	1520	2610	3690
681956714	500	670	830	3370
2943855456	1090	3010	4330	4840
2340646523	1290	2030	4300	4860
3202800826	730	1920	3190	4580
3850291157	1230	2690	4750	5080
1738834172	400	710	4120	4700
3613936563	410	770	2960	4210
1545911017	550	920	2710	4500
2411119382	1530	1990	2920	3580
4021357024	550	2110	3730	4770
686464603	1720	4210	4800	5100
1380382151	2170	4360	4600	4850
3573768795	1650	2220	3560	4480
490930102	320	430	1070	2900
498819122	560	730	910	3330
2853210158	330	690	1290	3440
1950716087	720	1350	4010	4780
271670114	2500	4520	4730	4960
2475794743	480	690	900	3040
2323973345	1320	2080	3390	4010
1168278694	480	1000	3360	4970
3207574530	1110	2950	4830	5120
495660071	940	1890	2590	4410
685255253	850	1780	3310	3680
1938077649	870	1220	3720	4580
1141467413	850	1710	4340	4880
1085710919	1250	1720	2700	3310
499990696	1650	2080	3640	4730
3902679188	630	1220	3820	4760
1224891457	750	1640	4200	4700
900216840	740	2300	4040	4660
849390936	710	1380	3230	4470
2096160780	750	1400	2710	4170
3460724957	1270	2130	2880	3250
4047415649	170	340	680	1790
1049637503	640	1030	3430	4420
4036006841	230	410	950	2420
1138442809	530	1600	3580	4420
3759202793	1070	1810	2650	3990
1116488063	1980	2460	3380	4750
3336585107	360	1370	3770	4610
566794000	2650	4610	5040	5230
2656131670	1960	4090	4650	5050
1698521278	1930	4320	4470	4640
1222473724	700	900	1040	2990
530018158	2720	3830	4180	4780
698026734	790	1900	4400	4850
3559498445	360	820	1780	3160
3751993517	2480	4750	5170	5320
2538796669	620	830	1040	3540
1114527363	1750	4630	4800	4970
3151385279	500	1020	2500	4000
3907184098	620	1400	1720	3400
1376945495	720	890	1040	2850
2361034177	820	2020	4210	4760
2096588427	800	1630	3830	4850
1842764728	1810	2160	2860	3250
2788259125	780	1410	3760	4740
730668349	870	2780	4400	4900
623755895	240	360	490	2880
3135195880	880	1350	3880	4500
1975057108	340	730	2400	3750
1089307291	3320	4010	4330	5010
3907732664	2340	4670	4840	5030
204236361	1260	3420	4710	5050
2111087224	590	980	4080	4740
2779632337	1870	2340	3720	4580
1240523953	1510	1780	2670	3410
3661630131	440	860	4480	4890
2555099595	1370	3760	4160	4520
3310954208	290	580	1620	3500
1567125378	700	2220	4350	4900
2770908058	390	850	2680	4190
1752154852	530	1260	1740	3270
101984890	730	1190	3830	4670
1748206163	570	1570	3800	4850
1548182810	1290	4570	4970	5200
1841155218	2390	3630	4780	5090
662628738	1730	3020	3780	4520
1792385598	270	400	540	1590
3142392960	600	760	880	2500
