Pile ID	Distribution Type	X-Position	Y-Position	Pickup Time	Drop Off Time	Ant ID
1	1	2.62596	-6.62812	-1	-1	-1
1	1	2.77596	-6.62812	-1	-1	-1
1	1	2.92596	-6.62812	-1	-1	-1
1	1	3.07596	-6.62812	-1	-1	-1
1	1	3.22596	-6.62812	-1	-1	-1
1	1	3.37596	-6.62812	-1	-1	-1
1	1	3.52596	-6.62812	-1	-1	-1
1	1	3.67596	-6.62812	-1	-1	-1
1	1	3.82596	-6.62812	-1	-1	-1
1	1	3.97596	-6.62812	-1	-1	-1
1	1	4.12596	-6.62812	-1	-1	-1
1	1	4.27596	-6.62812	-1	-1	-1
1	1	4.42596	-6.62812	-1	-1	-1
1	1	4.57596	-6.62812	-1	-1	-1
1	1	4.72596	-6.62812	-1	-1	-1
1	1	4.87596	-6.62812	-1	-1	-1
1	1	2.62596	-6.47812	-1	-1	-1
1	1	2.77596	-6.47812	-1	-1	-1
1	1	2.92596	-6.47812	-1	-1	-1
1	1	3.07596	-6.47812	-1	-1	-1
1	1	3.22596	-6.47812	-1	-1	-1
1	1	3.37596	-6.47812	-1	-1	-1
1	1	3.52596	-6.47812	-1	-1	-1
1	1	3.67596	-6.47812	-1	-1	-1
1	1	3.82596	-6.47812	-1	-1	-1
1	1	3.97596	-6.47812	-1	-1	-1
1	1	4.12596	-6.47812	-1	-1	-1
1	1	4.27596	-6.47812	-1	-1	-1
1	1	4.42596	-6.47812	-1	-1	-1
1	1	4.57596	-6.47812	-1	-1	-1
1	1	4.72596	-6.47812	-1	-1	-1
1	1	4.87596	-6.47812	-1	-1	-1
1	1	2.62596	-6.32812	-1	-1	-1
1	1	2.77596	-6.32812	-1	-1	-1
1	1	2.92596	-6.32812	-1	-1	-1
1	1	3.07596	-6.32812	-1	-1	-1
1	1	3.22596	-6.32812	-1	-1	-1
1	1	3.37596	-6.32812	-1	-1	-1
1	1	3.52596	-6.32812	-1	-1	-1
1	1	3.67596	-6.32812	-1	-1	-1
1	1	3.82596	-6.32812	-1	-1	-1
1	1	3.97596	-6.32812	-1	-1	-1
1	1	4.12596	-6.32812	-1	-1	-1
1	1	4.27596	-6.32812	-1	-1	-1
1	1	4.42596	-6.32812	-1	-1	-1
1	1	4.57596	-6.32812	-1	-1	-1
1	1	4.72596	-6.32812	-1	-1	-1
1	1	4.87596	-6.32812	-1	-1	-1
1	1	2.62596	-6.17812	-1	-1	-1
1	1	2.77596	-6.17812	-1	-1	-1
1	1	2.92596	-6.17812	-1	-1	-1
1	1	3.07596	-6.17812	-1	-1	-1
1	1	3.22596	-6.17812	-1	-1	-1
1	1	3.37596	-6.17812	-1	-1	-1
1	1	3.52596	-6.17812	-1	-1	-1
1	1	3.67596	-6.17812	-1	-1	-1
1	1	3.82596	-6.17812	-1	-1	-1
1	1	3.97596	-6.17812	-1	-1	-1
1	1	4.12596	-6.17812	-1	-1	-1
1	1	4.27596	-6.17812	-1	-1	-1
1	1	4.42596	-6.17812	-1	-1	-1
1	1	4.57596	-6.17812	-1	-1	-1
1	1	4.72596	-6.17812	-1	-1	-1
1	1	4.87596	-6.17812	-1	-1	-1
1	1	2.62596	-6.02812	-1	-1	-1
1	1	2.77596	-6.02812	-1	-1	-1
1	1	2.92596	-6.02812	-1	-1	-1
1	1	3.07596	-6.02812	-1	-1	-1
1	1	3.22596	-6.02812	-1	-1	-1
1	1	3.37596	-6.02812	-1	-1	-1
1	1	3.52596	-6.02812	-1	-1	-1
1	1	3.67596	-6.02812	-1	-1	-1
1	1	3.82596	-6.02812	-1	-1	-1
1	1	3.97596	-6.02812	-1	-1	-1
1	1	4.12596	-6.02812	-1	-1	-1
1	1	4.27596	-6.02812	-1	-1	-1
1	1	4.42596	-6.02812	-1	-1	-1
1	1	4.57596	-6.02812	-1	-1	-1
1	1	4.72596	-6.02812	-1	-1	-1
1	1	4.87596	-6.02812	-1	-1	-1
1	1	2.62596	-5.87812	-1	-1	-1
1	1	2.77596	-5.87812	-1	-1	-1
1	1	2.92596	-5.87812	-1	-1	-1
1	1	3.07596	-5.87812	-1	-1	-1
1	1	3.22596	-5.87812	-1	-1	-1
1	1	3.37596	-5.87812	-1	-1	-1
1	1	3.52596	-5.87812	-1	-1	-1
1	1	3.67596	-5.87812	-1	-1	-1
1	1	3.82596	-5.87812	-1	-1	-1
1	1	3.97596	-5.87812	-1	-1	-1
1	1	4.12596	-5.87812	-1	-1	-1
1	1	4.27596	-5.87812	-1	-1	-1
1	1	4.42596	-5.87812	-1	-1	-1
1	1	4.57596	-5.87812	-1	-1	-1
1	1	4.72596	-5.87812	-1	-1	-1
