RandomSeed	CP1	CP2	CP3	CP4
314141515	2350	4740	4820	4860
924713390	570	1190	3640	4330
4082056113	690	2220	4140	4800
2219285411	1050	1820	2630	3420
3401103502	420	850	2030	3290
1131189261	490	990	2620	4840
793634665	790	1590	4310	4880
3899523377	250	490	1220	3080
4270690140	480	970	2990	4590
3757716468	850	1970	2820	3950
3789912611	1570	3280	4480	5050
999938796	160	300	660	3520
2804943129	240	480	1160	1530
2015751562	900	2920	4580	4990
3701844453	650	1010	3850	4650
2581363565	580	1160	3820	4580
1050472014	310	720	1190	3840
1316979850	470	570	670	3250
284597940	780	1310	3550	4470
4118541579	630	2180	4590	4940
4009754830	280	560	2110	3260
3779000523	920	1720	3400	3930
2683833668	730	1150	3930	4750
248325888	1250	3350	4700	5160
656483978	1930	4190	4860	5130
1183438788	2710	4820	4960	5080
1669376957	350	750	1550	3670
2832229792	950	1680	4160	4740
1917387321	700	1620	4470	4960
1194991662	520	1790	4200	4690
2188717342	950	1750	4080	4600
626219905	940	1790	4300	4870
2832467231	570	1140	3500	4390
3813644355	3150	4570	4990	5190
2044752438	2080	3780	4110	4620
2743467782	1600	2840	3750	4280
1722388874	470	930	2380	3340
3870930578	2070	3030	3580	4560
3487987995	1190	4040	4270	4510
431802487	1800	4610	5020	5230
214350298	450	680	910	2940
3011384469	350	710	1450	4030
55237123	900	1320	3770	4580
2797703552	610	1210	3680	4460
1531223333	210	470	1670	3600
2297028809	880	1760	4270	4690
1406985870	860	1610	4240	4900
849250049	2590	4650	4840	5020
1920611637	330	680	1420	3790
1660049108	560	1130	2600	3990
928167111	1090	3420	4570	4950
3735979029	1600	2160	3780	4520
1066183376	1290	2770	4100	4820
2986838381	600	1200	2890	4100
4168350226	440	890	3020	4410
517551843	220	470	2210	3990
1003232210	1920	4340	4860	5190
451729997	2540	3010	3770	4280
3264473916	260	1590	3030	4690
3179163677	1610	2650	4400	4940
3507086058	350	1880	4700	5140
3115825727	630	1260	2030	3200
4035067075	860	1820	4220	4600
223166015	1250	2400	3080	4270
2154562403	980	2160	3210	4130
1255622093	2210	4780	5150	5300
2842793596	470	1160	2070	2910
2673943255	270	540	1070	3290
2343443832	550	1200	4160	4720
915439050	1860	4280	4840	5130
2371322714	1100	2790	4360	4890
3706613117	790	1500	4150	4860
2544952694	1950	4080	4780	5070
3325982164	620	1250	1970	3350
3390494088	690	1520	3950	4490
856806591	370	750	1620	2150
4110462571	2490	3880	4290	4930
3462089791	720	2130	4130	4690
2629013021	1930	4600	4740	4880
1643818261	460	870	3100	4510
2200151146	2300	4390	4610	4850
849201940	470	940	4120	4530
4051655409	670	1220	3380	4020
861707861	500	1010	2740	4250
1012373426	590	1190	2690	4500
2736447030	770	1580	4440	4970
2893623154	730	990	2790	4620
3431397950	830	1660	4440	4950
1720782719	640	1330	3310	4530
3107004459	2710	4660	4820	4990
1012834744	510	1120	3840	4670
4166183822	2870	4490	5000	5200
2754657949	760	1760	4190	4760
3944403013	460	910	2670	4510
3980223678	780	1570	4250	4690
62416606	1470	1960	2890	3410
865394489	760	1690	2420	3720
396027844	570	1150	4450	4990
