RandomSeed	CP1	CP2	CP3	CP4
517871934	1270	1700	2090	3760
1227103299	1220	1750	2310	3440
3653759354	1090	2170	3980	4770
2737564893	1250	2530	4280	4830
3664786015	1070	1470	1860	3750
1452471463	2000	3280	3460	3690
2987935626	1890	3200	3740	4190
2246241605	3770	4870	4990	5110
1723477945	1390	2420	4120	4760
2192730695	1740	2870	3250	3760
3742844128	690	1320	2660	3870
2926795307	1150	1610	2170	3470
1765252531	1060	3170	3550	3960
170213397	670	1180	2380	4060
3683654040	1310	1860	2430	3910
2317397057	240	480	1060	2410
4096267878	1260	2740	4210	4860
2321905849	320	460	580	2270
1689172949	1340	1710	2110	4030
3962143194	1620	2150	2620	4100
2504106561	750	1020	1990	3840
1138817246	1600	3070	4600	4990
2112921525	1760	2150	2680	3860
3117489099	2560	3290	3940	4780
185172935	1270	2060	2610	4040
2229616622	360	750	1130	1490
2707876291	1970	2770	3090	3560
2268415304	1320	2740	4190	4750
835117613	1300	3020	3500	4080
2799240110	4450	5090	5170	5270
982298188	380	760	3800	4620
3033058056	680	1400	2680	4120
1434776838	1620	3220	3790	4310
282213317	1450	2580	4120	4810
3049447256	1510	3460	3950	4380
2828231414	2040	3130	3610	4090
1091113560	3210	3820	4290	4810
1566054754	490	800	2740	4820
441450177	1310	3100	3550	4120
3051889160	1150	1650	2130	3280
1939545912	1950	2950	4270	4920
711050563	860	1550	2060	3510
1197610179	1700	3030	3500	3970
2292247144	1560	2110	2620	4110
143107513	1450	3230	3560	3920
1286132353	1220	3060	3490	4040
3092308182	880	1200	1630	3820
707894278	480	700	1050	1350
3893471302	670	1780	2470	3530
2234062153	590	1070	2960	3790
2311900821	1720	2170	2630	4070
1622863600	410	860	1230	1600
3306893991	1350	3220	3540	4050
1553798474	510	1100	2650	3980
4208972428	1220	1570	1750	1930
2170011112	2160	2750	3190	3870
3691205836	1760	2170	2570	3990
863480652	1440	1970	2490	3670
1182952088	1380	2840	3280	3780
1153646973	1300	3050	3570	4530
952219094	2130	2920	3290	3690
481554187	1460	2000	2490	3980
880739968	1140	1530	1740	1960
1542583891	1590	2120	2560	3870
1205954961	1420	2790	3310	3790
3202411410	1860	3180	3560	3860
3172857319	1520	3290	4570	5000
3885534788	480	710	920	2550
3997502582	1730	3150	3970	4370
1882825775	1270	2970	3480	4050
853684729	1400	1980	2590	4280
2432261869	1820	3120	3520	4150
2622833482	3670	4060	4570	4930
1488740665	1240	1900	2590	4070
1246644024	1460	3210	3690	4180
4049839035	250	370	480	2460
497441617	1360	1750	2120	3370
420204131	650	1160	3330	4340
1337447744	1320	1840	2380	3970
3574842670	440	750	1170	1520
2454922389	1300	1990	2550	3960
1492206712	1730	2930	3480	4100
1205264910	3500	3960	4490	4930
1198690960	1360	1940	2500	3910
2764083082	3300	4810	4940	5080
3658457678	510	880	1350	1930
848727745	970	1460	1860	3740
1498861531	2110	3510	4030	4450
4053738649	1150	1580	2230	3290
1299324319	700	1070	2090	3600
3884934170	1830	2660	4190	4750
597531840	1340	3010	3390	4070
3937799660	3450	3970	4430	4890
4124519012	560	960	1300	1600
664878979	1980	3270	3660	4120
546957697	690	1270	2770	3780
874139106	1110	1620	2210	4000
704549701	420	1900	4570	4730
1527276457	3270	3760	4220	4860
2128617802	1720	2830	3400	3900
1697736081	460	800	1130	1550
805980819	1380	1940	2380	4070
2906684761	3310	3900	4380	4980
137569783	1480	2800	4300	4890
3005449562	1350	1700	2110	3410
1985888470	1320	3140	3670	4070
