RandomSeed	CP1	CP2	CP3	CP4
2219285411	790	1270	4130	4610
314141515	360	1370	3020	4440
4082056113	160	250	830	2020
924713390	500	1120	1700	3030
3401103502	380	1040	2250	3170
1131189261	680	1560	2550	4120
793634665	720	2540	4100	4760
3899523377	550	910	2980	4940
4270690140	210	420	900	3680
3757716468	780	1700	4450	4840
3789912611	1500	3680	3990	4820
999938796	230	670	940	3420
2015751562	400	820	2870	4450
2804943129	240	700	4080	4810
3701844453	220	450	1000	2600
2581363565	810	1000	3900	4840
1050472014	320	870	2690	4510
1316979850	500	1090	4120	4800
284597940	1800	2730	3730	4570
3779000523	490	920	3780	4560
4118541579	1100	1950	2730	4550
2683833668	320	410	510	2190
4009754830	1740	4650	5080	5290
248325888	300	400	520	2730
1669376957	560	1080	3000	4620
656483978	1850	4650	5100	5220
2832229792	1000	1390	3460	4270
1183438788	1150	1720	2070	4250
1917387321	2590	4480	4940	5150
1194991662	690	1030	2920	4850
2188717342	580	850	1040	3580
626219905	590	910	4410	4870
3813644355	1010	1970	2790	3510
2743467782	610	2670	4750	4960
2832467231	680	740	840	3650
2044752438	1840	2590	3930	4650
1722388874	980	1630	2700	3830
3487987995	520	1970	3070	4070
3870930578	1870	2090	2610	4120
214350298	120	220	510	2380
431802487	2030	2460	2990	3240
3011384469	380	600	770	3430
55237123	2580	4550	5010	5190
2797703552	220	490	1090	4050
1531223333	2280	3960	4660	5120
2297028809	670	870	1070	2870
1406985870	380	760	2250	3380
849250049	420	980	1770	3330
1920611637	480	1130	3750	4550
1660049108	500	980	1220	2300
1066183376	570	650	760	2560
928167111	690	1120	2270	3410
3735979029	1090	2170	2810	4280
4168350226	810	1990	4490	4950
2986838381	1160	2880	4720	5040
3264473916	2940	4300	5110	5260
3179163677	2130	2920	4420	4940
1003232210	1680	2800	4270	4800
517551843	1020	2370	4660	4990
4035067075	440	570	790	3420
451729997	520	770	970	3130
3115825727	880	2740	4460	4840
223166015	710	920	1190	3600
2154562403	1030	1340	1650	4090
3507086058	170	750	1180	3390
915439050	1430	4280	4980	5150
2673943255	240	420	2720	4120
2343443832	460	730	2780	4610
2842793596	1770	3050	3660	4450
2544952694	160	350	660	2440
3325982164	900	3040	3920	4960
3390494088	360	490	620	2830
856806591	2160	4240	4850	5110
2371322714	690	900	1130	3360
4110462571	250	1050	2530	4160
3462089791	880	1770	2240	3910
1255622093	1250	3010	3680	4400
2629013021	700	1680	4110	4610
4051655409	760	1710	2710	3200
2200151146	3360	4690	5080	5260
1012373426	1030	1490	4020	4640
3706613117	2060	3890	4160	4640
849201940	530	850	2390	3920
1643818261	3130	4230	4480	4990
2893623154	1190	1960	3630	4200
1720782719	680	1890	2570	3130
861707861	680	1630	4140	4700
4166183822	230	430	1880	3910
1012834744	390	710	1770	2770
2736447030	500	980	3130	4090
865394489	470	1200	3920	4460
62416606	2810	4320	4980	5190
1419713535	350	500	1360	4240
3938654915	1750	2990	4720	5060
3980223678	830	2050	4290	4940
3431397950	480	640	820	3720
4222767335	570	2040	3690	4720
396027844	1830	4220	4490	4880
854025192	840	2030	3870	4460
2969034398	440	880	2980	4580
3944403013	860	1370	1930	2340
473420687	280	580	750	4310
3107004459	330	660	1440	3350
348767606	1590	2680	3570	4930
2754657949	2550	2940	3660	3950
3973085126	650	770	1030	2980
3213201197	830	940	1080	3170
1252152986	240	520	1440	4030
1281793784	1650	3080	3670	4240
1454476356	180	350	730	2900
297700080	3020	4080	4600	4980
362973431	840	1260	3670	4330
2969676214	2310	2910	3730	4280
2014716468	680	2330	3940	4580
1473486872	260	410	1620	3220
2443643671	970	2120	2820	4510
3421064466	330	1360	3230	4700
2721179538	310	850	2530	3930
1792910868	230	410	900	2800
3797236309	480	1720	4000	4910
3307272501	890	1160	3460	4200
2569549502	850	1970	4140	4930
1700838900	680	1140	3540	4160
1699641802	260	430	2000	3660
112017824	1480	2210	2700	3060
339958565	490	1230	3330	4940
3191815364	230	500	920	3120
3841076790	440	790	2380	4070
755248737	370	1200	4470	4810
4275954844	1760	3570	4040	4800
186991681	1250	3650	3970	4510
3090358892	430	820	2110	3770
2206173248	610	1340	3520	4770
27495117	630	1260	3480	4420
1308257908	410	1490	3860	4450
1132203105	1690	2520	4770	4960
887986039	480	880	3020	4590
333623569	320	900	1620	3470
4078941729	470	1940	4170	4720
792455105	1250	2540	2990	3300
3481334283	1850	3390	4670	5050
1390338003	940	4030	4870	5130
1218117328	820	2780	3900	4880
1751751858	580	2750	4260	4930
355608520	2110	2420	2790	3550
1628722307	370	880	1560	2090
2362398622	320	630	1530	2720
