RandomSeed	CP1	CP2	CP3	CP4
517871934	1330	2700	3260	3890
1227103299	620	1230	2690	4100
3653759354	1160	1940	2470	3930
3664786015	460	960	2190	3820
2737564893	1200	1670	2160	4150
1452471463	500	870	3690	4770
2246241605	540	1060	2550	4020
1723477945	520	1060	2840	3470
2987935626	3360	4720	5080	5230
2192730695	670	1080	2650	3870
3742844128	1310	2470	4250	4810
1765252531	500	900	1460	2200
2926795307	670	1330	2950	4090
170213397	1240	1680	2120	3810
3683654040	530	1540	2880	4310
4096267878	1470	2100	2580	3630
2317397057	1190	2810	3560	4420
3962143194	450	760	1630	3270
2321905849	980	1420	1840	3790
1689172949	1080	1470	1960	3500
2504106561	440	880	1520	2080
2112921525	510	1010	2820	3710
1138817246	700	1190	2900	4220
2229616622	3740	4170	4760	5010
185172935	510	1230	3170	4280
3117489099	530	980	1550	1950
2268415304	1380	2010	2780	3960
2707876291	450	1010	1470	1960
835117613	810	1140	1290	1470
982298188	1060	2950	4560	4920
2799240110	200	430	900	2780
1434776838	1100	1670	2260	3780
3033058056	540	1060	1600	2120
3049447256	680	1330	3010	4280
282213317	1210	2430	3110	3980
2828231414	980	1410	1860	3990
1091113560	410	1070	1550	2050
441450177	580	1230	2350	3670
1566054754	1000	1940	4260	4930
3051889160	1740	3040	3880	4800
1939545912	550	1080	1620	2060
711050563	1310	2020	2580	4780
1197610179	560	1110	2620	3940
143107513	1200	1920	2440	3830
2292247144	630	1120	2640	3640
1286132353	1080	3370	4480	4930
707894278	500	920	3020	4420
3092308182	1050	2190	4330	4880
3893471302	360	780	1660	3880
2234062153	1820	3220	3810	4370
1622863600	1660	3220	4320	4830
2311900821	550	1260	3050	4170
3306893991	1240	1670	2140	4230
4208972428	480	1140	2550	4020
1553798474	1280	1760	2230	3990
2170011112	680	1240	2480	3720
863480652	1400	2350	4310	4840
3691205836	1280	1820	2350	4080
1153646973	430	830	3460	4270
1182952088	500	1060	3670	4430
481554187	1430	2460	3170	3790
952219094	450	840	2850	4310
1205954961	600	1120	2300	3620
880739968	1050	3030	4330	4920
1542583891	380	1580	3060	4020
3172857319	700	1510	3070	3790
3202411410	630	1150	1840	2460
853684729	1310	3040	3550	4030
3997502582	1110	1750	2390	3750
3885534788	1540	1990	2410	3690
1882825775	180	380	880	1920
2432261869	490	900	2240	4270
2622833482	1160	1700	4400	4890
1246644024	1880	3090	3610	4310
1488740665	1170	2090	2690	3640
4049839035	610	1060	2440	3770
497441617	1460	2020	2380	4150
1337447744	3220	3710	4370	4930
420204131	450	1020	2190	3640
3574842670	570	960	2280	3990
1492206712	390	760	1620	4040
2454922389	1710	2910	4290	4860
1198690960	1400	1850	2520	3900
1205264910	500	830	2080	4210
3658457678	1380	1850	2300	3640
2764083082	570	1160	2660	4030
1498861531	580	1160	2590	3860
848727745	1310	2960	3460	4080
4053738649	1270	1700	2190	3650
1299324319	1560	1880	2230	3380
3884934170	1380	2710	3330	3860
597531840	1040	1550	2140	3800
3937799660	1210	1740	2410	3640
4124519012	550	990	2340	3900
664878979	3760	4210	4650	5010
874139106	1900	2840	3460	4020
546957697	1340	2860	4150	4850
704549701	380	760	1090	1430
1527276457	520	1120	2230	3800
2128617802	530	970	1290	1810
137569783	1340	2120	2840	4050
1697736081	1690	2830	3510	4020
805980819	790	1370	3280	4120
2906684761	1000	1460	2020	3360
3005449562	500	900	2900	3740
1985888470	620	1020	2180	4130
2003587796	470	1320	2990	4170
3518921323	400	710	2620	4020
372369988	550	950	2350	3850
831454103	1850	3370	3790	4200
1988579239	520	1120	2350	3980
4234581840	2150	2960	3470	3930
2582180546	540	1030	2710	3920
2097186333	1180	2060	4240	4870
2541581759	550	890	1980	3880
4139949842	470	1090	2240	3830
2867782780	1920	3010	4400	4930
415844644	1150	1940	2560	3630
1244957332	1430	2560	4330	4820
796371878	990	1170	1370	1770
1526022721	370	840	2830	4260
1491734269	1970	2260	2640	3590
1426039719	410	880	2000	3960
1013432951	530	1160	2590	3670
737521833	360	720	2410	4110
472019697	1170	2350	4160	4770
3741671192	1330	2610	4470	4970
