RandomSeed	CP1	CP2	CP3	CP4
3653759354	2350	4440	4680	4920
1227103299	640	3170	4200	4860
2737564893	1300	3230	4950	5170
517871934	1410	2240	3060	4050
3664786015	400	910	3720	4570
1452471463	680	2450	3890	4800
2246241605	440	500	560	1930
2987935626	1780	4730	4890	5120
1723477945	2990	4010	4480	4960
3742844128	3070	3680	4430	5010
2192730695	840	1800	2590	4400
1765252531	400	570	690	3860
2926795307	2630	3990	5110	5240
170213397	1540	3370	4570	5000
3683654040	390	2510	3350	4360
4096267878	910	2560	4560	4990
2317397057	560	1370	2840	5070
2321905849	530	950	1310	3340
1689172949	770	1220	3780	4540
3962143194	470	650	790	3500
2504106561	670	1840	4160	4760
2112921525	340	480	590	4470
1138817246	860	1220	1900	2210
185172935	380	550	2490	4240
3117489099	830	1560	3820	4580
2229616622	1140	1970	4180	4930
2268415304	3590	4750	5100	5270
2707876291	460	1250	3420	4480
835117613	710	1150	3330	4280
2799240110	150	260	430	560
982298188	870	2780	4790	5000
1434776838	740	1670	4050	4640
3049447256	640	1140	2540	4320
3033058056	740	1620	4070	4780
282213317	1340	3700	4840	5100
2828231414	830	930	1030	3300
1091113560	420	1510	3940	4620
1566054754	750	1140	3360	4980
441450177	1270	4070	4790	5020
3051889160	890	1270	2030	3590
1939545912	710	1760	4130	4760
711050563	2580	2860	3530	4050
1197610179	2600	3600	4180	4760
143107513	2110	4040	4840	5140
2292247144	790	2820	3190	4250
1286132353	2040	4640	4810	4980
707894278	670	1830	3190	4100
3092308182	730	2890	4740	4960
3893471302	160	340	810	2680
2234062153	440	870	2550	4380
2311900821	410	660	2370	4120
1622863600	1100	1740	4290	4810
3306893991	1500	2080	3090	3660
4208972428	350	740	3690	4550
1553798474	1640	3180	4050	4840
2170011112	670	960	4180	4590
863480652	1810	3590	4070	4810
3691205836	720	1810	3230	3910
1153646973	300	560	2080	4010
1182952088	640	2430	4130	4900
481554187	1580	4230	4520	4740
952219094	370	480	610	2040
880739968	1800	4240	4930	5130
1542583891	280	1050	2110	3920
1205954961	700	1120	3810	4380
