Pile ID	Distribution Type	X-Position	Y-Position	Pickup Time	Drop Off Time	Ant ID
1	1	-3.94103	-8.44579	-1	-1	-1
1	1	-3.79103	-8.44579	-1	-1	-1
1	1	-3.64103	-8.44579	-1	-1	-1
1	1	-3.49103	-8.44579	-1	-1	-1
1	1	-3.34103	-8.44579	-1	-1	-1
1	1	-3.19103	-8.44579	-1	-1	-1
1	1	-3.04103	-8.44579	-1	-1	-1
1	1	-2.89103	-8.44579	-1	-1	-1
1	1	-2.74103	-8.44579	-1	-1	-1
1	1	-2.59103	-8.44579	-1	-1	-1
1	1	-2.44103	-8.44579	-1	-1	-1
1	1	-2.29103	-8.44579	-1	-1	-1
1	1	-2.14103	-8.44579	-1	-1	-1
1	1	-1.99103	-8.44579	-1	-1	-1
1	1	-1.84103	-8.44579	-1	-1	-1
1	1	-1.69103	-8.44579	-1	-1	-1
1	1	-3.94103	-8.29579	-1	-1	-1
1	1	-3.79103	-8.29579	-1	-1	-1
1	1	-3.64103	-8.29579	-1	-1	-1
1	1	-3.49103	-8.29579	-1	-1	-1
1	1	-3.34103	-8.29579	-1	-1	-1
1	1	-3.19103	-8.29579	-1	-1	-1
1	1	-3.04103	-8.29579	-1	-1	-1
1	1	-2.89103	-8.29579	-1	-1	-1
1	1	-2.74103	-8.29579	-1	-1	-1
1	1	-2.59103	-8.29579	-1	-1	-1
1	1	-2.44103	-8.29579	-1	-1	-1
1	1	-2.29103	-8.29579	-1	-1	-1
1	1	-2.14103	-8.29579	-1	-1	-1
1	1	-1.99103	-8.29579	-1	-1	-1
1	1	-1.84103	-8.29579	-1	-1	-1
1	1	-1.69103	-8.29579	-1	-1	-1
1	1	-3.94103	-8.14579	-1	-1	-1
1	1	-3.79103	-8.14579	-1	-1	-1
1	1	-3.64103	-8.14579	-1	-1	-1
1	1	-3.49103	-8.14579	-1	-1	-1
1	1	-3.34103	-8.14579	-1	-1	-1
1	1	-3.19103	-8.14579	-1	-1	-1
1	1	-3.04103	-8.14579	-1	-1	-1
1	1	-2.89103	-8.14579	-1	-1	-1
1	1	-2.74103	-8.14579	-1	-1	-1
1	1	-2.59103	-8.14579	-1	-1	-1
1	1	-2.44103	-8.14579	-1	-1	-1
1	1	-2.29103	-8.14579	-1	-1	-1
1	1	-2.14103	-8.14579	-1	-1	-1
1	1	-1.99103	-8.14579	-1	-1	-1
1	1	-1.84103	-8.14579	-1	-1	-1
1	1	-1.69103	-8.14579	-1	-1	-1
1	1	-3.94103	-7.99579	-1	-1	-1
1	1	-3.79103	-7.99579	-1	-1	-1
1	1	-3.64103	-7.99579	-1	-1	-1
1	1	-3.49103	-7.99579	-1	-1	-1
1	1	-3.34103	-7.99579	-1	-1	-1
1	1	-3.19103	-7.99579	-1	-1	-1
1	1	-3.04103	-7.99579	-1	-1	-1
1	1	-2.89103	-7.99579	-1	-1	-1
1	1	-2.74103	-7.99579	-1	-1	-1
1	1	-2.59103	-7.99579	-1	-1	-1
1	1	-2.44103	-7.99579	-1	-1	-1
1	1	-2.29103	-7.99579	-1	-1	-1
1	1	-2.14103	-7.99579	-1	-1	-1
1	1	-1.99103	-7.99579	-1	-1	-1
1	1	-1.84103	-7.99579	-1	-1	-1
1	1	-1.69103	-7.99579	-1	-1	-1
1	1	-3.94103	-7.84579	-1	-1	-1
1	1	-3.79103	-7.84579	-1	-1	-1
1	1	-3.64103	-7.84579	-1	-1	-1
1	1	-3.49103	-7.84579	-1	-1	-1
1	1	-3.34103	-7.84579	-1	-1	-1
1	1	-3.19103	-7.84579	-1	-1	-1
1	1	-3.04103	-7.84579	-1	-1	-1
1	1	-2.89103	-7.84579	-1	-1	-1
1	1	-2.74103	-7.84579	-1	-1	-1
1	1	-2.59103	-7.84579	-1	-1	-1
1	1	-2.44103	-7.84579	-1	-1	-1
1	1	-2.29103	-7.84579	-1	-1	-1
1	1	-2.14103	-7.84579	-1	-1	-1
1	1	-1.99103	-7.84579	-1	-1	-1
1	1	-1.84103	-7.84579	-1	-1	-1
1	1	-1.69103	-7.84579	-1	-1	-1
1	1	-3.94103	-7.69579	-1	-1	-1
1	1	-3.79103	-7.69579	-1	-1	-1
1	1	-3.64103	-7.69579	-1	-1	-1
1	1	-3.49103	-7.69579	-1	-1	-1
1	1	-3.34103	-7.69579	-1	-1	-1
1	1	-3.19103	-7.69579	-1	-1	-1
1	1	-3.04103	-7.69579	-1	-1	-1
1	1	-2.89103	-7.69579	-1	-1	-1
1	1	-2.74103	-7.69579	-1	-1	-1
