RandomSeed	CP1	CP2	CP3	CP4
1227103299	2700	4420	4920	5160
517871934	1160	1400	1660	4550
3653759354	1000	1020	1050	4450
3664786015	2440	4870	5180	5290
2737564893	1580	3100	3420	3740
1452471463	1300	1930	2520	3990
2246241605	1380	2760	3310	3900
2987935626	590	1120	1790	2460
2192730695	1410	1420	1430	1450
1723477945	1240	1690	1850	1990
3742844128	2140	3080	3380	3730
1765252531	1860	2870	4230	4850
2926795307	1620	2720	4220	4840
170213397	3890	4250	4680	5090
3683654040	2040	3110	3610	4100
4096267878	3780	4100	4500	4970
2317397057	1300	2820	4130	4700
1689172949	1860	3110	3650	4170
2321905849	1560	2770	3320	3930
2504106561	3120	3700	4230	4780
3962143194	3740	4210	4570	4960
2112921525	3440	3970	4480	4920
1138817246	1190	1700	2180	3820
185172935	1690	3150	3740	4270
3117489099	3300	3810	4310	4860
2268415304	5110	5190	5240	5330
2229616622	1820	2910	3420	4070
2707876291	3890	4290	4640	5030
982298188	1370	2020	2580	3610
835117613	1770	2790	4100	4730
2799240110	1380	1960	2490	3760
3033058056	3470	4000	4530	4960
1434776838	1080	1970	4710	5080
3049447256	1770	2220	2600	3260
2828231414	2670	4860	5100	5220
282213317	560	1230	3750	4500
1091113560	3070	3550	4350	4840
1566054754	1380	1980	2590	3820
441450177	1380	2830	4830	5200
1939545912	3610	4040	4410	4850
3051889160	3470	3680	3820	4290
711050563	1260	2840	3530	4140
1197610179	500	1070	2300	4060
143107513	3320	4750	4900	5060
2292247144	1530	3030	3520	4130
1286132353	1600	2090	2570	3850
3092308182	1550	2050	2510	3740
707894278	1570	2140	2640	4000
3893471302	1550	2080	2650	3980
2234062153	1290	1910	2500	3710
2311900821	4700	4720	4730	4750
1622863600	1580	2150	2630	3830
3306893991	3180	3760	4270	4780
4208972428	1430	2720	3410	3990
1553798474	1580	2900	3420	3960
2170011112	1300	3960	4210	4460
863480652	1240	3230	3770	4250
3691205836	3850	4310	4710	5110
1153646973	1360	1940	2540	3880
952219094	1160	1600	2030	3970
1182952088	1730	2760	4320	4860
481554187	3780	4240	4640	4960
880739968	1650	2850	3460	4110
1542583891	1160	1570	2040	3800
1205954961	4150	4570	4900	5150
3202411410	3490	4020	4480	4940
3172857319	1070	2840	3400	3930
3997502582	1310	3400	4480	4950
1882825775	1590	3490	4480	4980
3885534788	1240	3080	4340	4900
2432261869	1640	2520	3020	3800
2622833482	560	1040	1720	2310
1488740665	1470	2810	3430	4220
1246644024	530	1020	1510	1980
497441617	3430	3910	4370	4870
4049839035	1360	2350	4290	4840
420204131	2040	3380	3900	4280
3574842670	3330	3920	4490	4880
1337447744	240	350	470	3250
1492206712	1840	2690	3360	3920
2454922389	970	1300	1770	3420
1205264910	1760	2870	3280	3670
1198690960	2050	3190	3720	4320
2764083082	1550	2450	4360	4840
3658457678	3490	4000	4420	4880
848727745	2090	2370	2590	3050
