Pile ID	Distribution Type	X-Position	Y-Position	Pickup Time	Drop Off Time	Ant ID
1	1	-9.13813	-3.72591	5339	-1	-1
1	1	-8.98813	-3.72591	-1	-1	-1
1	1	-8.83813	-3.72591	-1	-1	-1
1	1	-8.68813	-3.72591	-1	-1	-1
1	1	-8.53813	-3.72591	-1	-1	-1
1	1	-8.38813	-3.72591	-1	-1	-1
1	1	-8.23813	-3.72591	1892	1954.28	-1
1	1	-8.08813	-3.72591	-1	-1	-1
1	1	-7.93813	-3.72591	-1	-1	-1
1	1	-7.78813	-3.72591	-1	-1	-1
1	1	-7.63813	-3.72591	-1	-1	-1
1	1	-7.48813	-3.72591	-1	-1	-1
1	1	-7.33813	-3.72591	-1	-1	-1
1	1	-7.18813	-3.72591	-1	-1	-1
1	1	-7.03813	-3.72591	-1	-1	-1
1	1	-6.88813	-3.72591	-1	-1	-1
1	1	-9.13813	-3.57591	-1	-1	-1
1	1	-8.98813	-3.57591	-1	-1	-1
1	1	-8.83813	-3.57591	-1	-1	-1
1	1	-8.68813	-3.57591	-1	-1	-1
1	1	-8.53813	-3.57591	-1	-1	-1
1	1	-8.38813	-3.57591	-1	-1	-1
1	1	-8.23813	-3.57591	-1	-1	-1
1	1	-8.08813	-3.57591	-1	-1	-1
1	1	-7.93813	-3.57591	-1	-1	-1
1	1	-7.78813	-3.57591	-1	-1	-1
1	1	-7.63813	-3.57591	-1	-1	-1
1	1	-7.48813	-3.57591	-1	-1	-1
1	1	-7.33813	-3.57591	-1	-1	-1
1	1	-7.18813	-3.57591	-1	-1	-1
1	1	-7.03813	-3.57591	-1	-1	-1
1	1	-6.88813	-3.57591	-1	-1	-1
1	1	-9.13813	-3.42591	-1	-1	-1
1	1	-8.98813	-3.42591	-1	-1	-1
1	1	-8.83813	-3.42591	-1	-1	-1
1	1	-8.68813	-3.42591	-1	-1	-1
1	1	-8.53813	-3.42591	-1	-1	-1
1	1	-8.38813	-3.42591	-1	-1	-1
1	1	-8.23813	-3.42591	-1	-1	-1
1	1	-8.08813	-3.42591	-1	-1	-1
1	1	-7.93813	-3.42591	-1	-1	-1
1	1	-7.78813	-3.42591	-1	-1	-1
1	1	-7.63813	-3.42591	-1	-1	-1
1	1	-7.48813	-3.42591	-1	-1	-1
1	1	-7.33813	-3.42591	-1	-1	-1
1	1	-7.18813	-3.42591	-1	-1	-1
1	1	-7.03813	-3.42591	-1	-1	-1
1	1	-6.88813	-3.42591	-1	-1	-1
1	1	-9.13813	-3.27591	5266	5340.47	-1
1	1	-8.98813	-3.27591	-1	-1	-1
1	1	-8.83813	-3.27591	-1	-1	-1
1	1	-8.68813	-3.27591	-1	-1	-1
1	1	-8.53813	-3.27591	-1	-1	-1
1	1	-8.38813	-3.27591	-1	-1	-1
1	1	-8.23813	-3.27591	-1	-1	-1
