Pile ID	Distribution Type	X-Position	Y-Position	Pickup Time	Drop Off Time	Ant ID
1	1	3.52847	-7.55058	-1	-1	-1
1	1	3.67847	-7.55058	-1	-1	-1
1	1	3.82847	-7.55058	-1	-1	-1
1	1	3.97847	-7.55058	-1	-1	-1
1	1	4.12847	-7.55058	-1	-1	-1
1	1	4.27847	-7.55058	-1	-1	-1
1	1	4.42847	-7.55058	-1	-1	-1
1	1	4.57847	-7.55058	-1	-1	-1
1	1	4.72847	-7.55058	-1	-1	-1
1	1	4.87847	-7.55058	-1	-1	-1
1	1	5.02847	-7.55058	-1	-1	-1
1	1	5.17847	-7.55058	-1	-1	-1
1	1	5.32847	-7.55058	-1	-1	-1
1	1	5.47847	-7.55058	-1	-1	-1
1	1	5.62847	-7.55058	-1	-1	-1
1	1	5.77847	-7.55058	-1	-1	-1
1	1	3.52847	-7.40058	-1	-1	-1
1	1	3.67847	-7.40058	-1	-1	-1
1	1	3.82847	-7.40058	-1	-1	-1
1	1	3.97847	-7.40058	-1	-1	-1
1	1	4.12847	-7.40058	-1	-1	-1
1	1	4.27847	-7.40058	-1	-1	-1
1	1	4.42847	-7.40058	-1	-1	-1
1	1	4.57847	-7.40058	-1	-1	-1
1	1	4.72847	-7.40058	-1	-1	-1
1	1	4.87847	-7.40058	-1	-1	-1
1	1	5.02847	-7.40058	-1	-1	-1
1	1	5.17847	-7.40058	-1	-1	-1
1	1	5.32847	-7.40058	-1	-1	-1
1	1	5.47847	-7.40058	-1	-1	-1
1	1	5.62847	-7.40058	-1	-1	-1
1	1	5.77847	-7.40058	-1	-1	-1
1	1	3.52847	-7.25058	-1	-1	-1
1	1	3.67847	-7.25058	-1	-1	-1
1	1	3.82847	-7.25058	-1	-1	-1
1	1	3.97847	-7.25058	-1	-1	-1
1	1	4.12847	-7.25058	-1	-1	-1
1	1	4.27847	-7.25058	-1	-1	-1
1	1	4.42847	-7.25058	-1	-1	-1
1	1	4.57847	-7.25058	-1	-1	-1
1	1	4.72847	-7.25058	-1	-1	-1
1	1	4.87847	-7.25058	-1	-1	-1
1	1	5.02847	-7.25058	-1	-1	-1
1	1	5.17847	-7.25058	-1	-1	-1
1	1	5.32847	-7.25058	-1	-1	-1
1	1	5.47847	-7.25058	-1	-1	-1
1	1	5.62847	-7.25058	-1	-1	-1
1	1	5.77847	-7.25058	-1	-1	-1
1	1	3.52847	-7.10058	-1	-1	-1
1	1	3.67847	-7.10058	-1	-1	-1
1	1	3.82847	-7.10058	-1	-1	-1
1	1	3.97847	-7.10058	-1	-1	-1
1	1	4.12847	-7.10058	-1	-1	-1
1	1	4.27847	-7.10058	-1	-1	-1
1	1	4.42847	-7.10058	-1	-1	-1
1	1	4.57847	-7.10058	-1	-1	-1
1	1	4.72847	-7.10058	-1	-1	-1
1	1	4.87847	-7.10058	-1	-1	-1
1	1	5.02847	-7.10058	-1	-1	-1
1	1	5.17847	-7.10058	-1	-1	-1
1	1	5.32847	-7.10058	-1	-1	-1
1	1	5.47847	-7.10058	-1	-1	-1
1	1	5.62847	-7.10058	-1	-1	-1
1	1	5.77847	-7.10058	-1	-1	-1
1	1	3.52847	-6.95058	-1	-1	-1
1	1	3.67847	-6.95058	-1	-1	-1
1	1	3.82847	-6.95058	-1	-1	-1
1	1	3.97847	-6.95058	-1	-1	-1
1	1	4.12847	-6.95058	-1	-1	-1
1	1	4.27847	-6.95058	-1	-1	-1
1	1	4.42847	-6.95058	-1	-1	-1
1	1	4.57847	-6.95058	-1	-1	-1
1	1	4.72847	-6.95058	-1	-1	-1
1	1	4.87847	-6.95058	-1	-1	-1
1	1	5.02847	-6.95058	-1	-1	-1
1	1	5.17847	-6.95058	-1	-1	-1
1	1	5.32847	-6.95058	-1	-1	-1
1	1	5.47847	-6.95058	-1	-1	-1
1	1	5.62847	-6.95058	-1	-1	-1
1	1	5.77847	-6.95058	-1	-1	-1
1	1	3.52847	-6.80058	-1	-1	-1
1	1	3.67847	-6.80058	-1	-1	-1
1	1	3.82847	-6.80058	-1	-1	-1
1	1	3.97847	-6.80058	-1	-1	-1
1	1	4.12847	-6.80058	-1	-1	-1
1	1	4.27847	-6.80058	-1	-1	-1
1	1	4.42847	-6.80058	-1	-1	-1
1	1	4.57847	-6.80058	-1	-1	-1
1	1	4.72847	-6.80058	-1	-1	-1
1	1	4.87847	-6.80058	-1	-1	-1
1	1	5.02847	-6.80058	-1	-1	-1
1	1	5.17847	-6.80058	-1	-1	-1
1	1	5.32847	-6.80058	-1	-1	-1
1	1	5.47847	-6.80058	-1	-1	-1
1	1	5.62847	-6.80058	-1	-1	-1
1	1	5.77847	-6.80058	-1	-1	-1
1	1	3.52847	-6.65058	-1	-1	-1
1	1	3.67847	-6.65058	-1	-1	-1
1	1	3.82847	-6.65058	-1	-1	-1
1	1	3.97847	-6.65058	4163	4222.88	-1
1	1	4.12847	-6.65058	-1	-1	-1
1	1	4.27847	-6.65058	-1	-1	-1
1	1	4.42847	-6.65058	-1	-1	-1
1	1	4.57847	-6.65058	-1	-1	-1
1	1	4.72847	-6.65058	-1	-1	-1
1	1	4.87847	-6.65058	-1	-1	-1
1	1	5.02847	-6.65058	-1	-1	-1
1	1	5.17847	-6.65058	-1	-1	-1
1	1	5.32847	-6.65058	-1	-1	-1
1	1	5.47847	-6.65058	-1	-1	-1
1	1	5.62847	-6.65058	-1	-1	-1
1	1	5.77847	-6.65058	-1	-1	-1
1	1	3.52847	-6.50058	4436	4512.25	-1
