Pile ID	Distribution Type	X-Position	Y-Position	Pickup Time	Drop Off Time	Ant ID
1	1	-1.58118	3.46874	-1	-1	-1
1	1	-1.43118	3.46874	-1	-1	-1
1	1	-1.28118	3.46874	-1	-1	-1
1	1	-1.13118	3.46874	1882	2009.88	-1
1	1	-0.981176	3.46874	2038	2077.25	-1
1	1	-0.831176	3.46874	144	175.969	-1
1	1	-0.681176	3.46874	40	91.6562	-1
1	1	-0.531176	3.46874	4439	4471.75	-1
1	1	-0.381176	3.46874	-1	-1	-1
1	1	-0.231176	3.46874	4474	4608.97	-1
1	1	-0.0811758	3.46874	-1	-1	-1
1	1	0.0688242	3.46874	281	315.281	-1
1	1	0.218824	3.46874	133	253.938	-1
1	1	0.368824	3.46874	2998	3032.91	-1
1	1	0.518824	3.46874	312	443.5	-1
1	1	0.668824	3.46874	477	505.969	-1
1	1	-1.58118	3.61874	-1	-1	-1
1	1	-1.43118	3.61874	-1	-1	-1
1	1	-1.28118	3.61874	-1	-1	-1
1	1	-1.13118	3.61874	4682	4729.66	-1
1	1	-0.981176	3.61874	4335	4394.69	-1
1	1	-0.831176	3.61874	4144	4273.72	-1
1	1	-0.681176	3.61874	4312	4376.34	-1
1	1	-0.531176	3.61874	4525	4557.44	-1
1	1	-0.381176	3.61874	-1	-1	-1
1	1	-0.231176	3.61874	-1	-1	-1
1	1	-0.0811758	3.61874	-1	-1	-1
1	1	0.0688242	3.61874	372	415.625	-1
1	1	0.218824	3.61874	-1	-1	-1
1	1	0.368824	3.61874	-1	-1	-1
1	1	0.518824	3.61874	2512	2630.09	-1
1	1	0.668824	3.61874	2658	2688.34	-1
1	1	-1.58118	3.76874	-1	-1	-1
1	1	-1.43118	3.76874	-1	-1	-1
1	1	-1.28118	3.76874	-1	-1	-1
1	1	-1.13118	3.76874	-1	-1	-1
1	1	-0.981176	3.76874	4543	4596.03	-1
1	1	-0.831176	3.76874	4452	4495.22	-1
1	1	-0.681176	3.76874	4564	4637.84	-1
1	1	-0.531176	3.76874	-1	-1	-1
1	1	-0.381176	3.76874	-1	-1	-1
1	1	-0.231176	3.76874	-1	-1	-1
1	1	-0.0811758	3.76874	-1	-1	-1
1	1	0.0688242	3.76874	-1	-1	-1
1	1	0.218824	3.76874	-1	-1	-1
1	1	0.368824	3.76874	2973	3023.81	-1
1	1	0.518824	3.76874	2893	2926.62	-1
1	1	0.668824	3.76874	2745	2783.28	-1
1	1	-1.58118	3.91874	-1	-1	-1
1	1	-1.43118	3.91874	-1	-1	-1
