RandomSeed	CP1	CP2	CP3	CP4
517871934	220	440	1540	3230
1227103299	1120	1750	4200	4610
3653759354	1220	2770	4550	5000
3664786015	1280	3240	4670	5000
2737564893	550	2480	3430	4860
2987935626	490	820	1070	3940
1452471463	810	1350	3420	4440
2246241605	1780	4780	4970	5090
1723477945	580	1960	3150	4590
2192730695	230	450	890	2980
3742844128	2840	4620	4850	5120
1765252531	1800	3500	4720	5090
2926795307	930	1300	4390	4950
3683654040	1450	3750	4100	4330
170213397	270	650	1300	3490
4096267878	190	430	2130	4210
2317397057	500	1120	4330	4860
2321905849	160	290	390	460
1689172949	1520	2030	2850	3400
3962143194	200	370	770	2550
2504106561	920	2670	3870	4810
1138817246	2040	4700	4840	5050
2112921525	880	2510	4390	4950
185172935	800	2530	2840	3820
3117489099	440	1000	1590	2350
2229616622	180	480	1050	3070
2268415304	260	530	1210	3230
2707876291	500	1010	2860	4250
835117613	1520	3320	4760	5080
2799240110	5020	5140	5240	5310
982298188	330	540	2360	4130
1434776838	680	2200	3570	4120
3033058056	2230	4120	5000	5210
3049447256	1870	4340	4590	4880
282213317	240	660	3040	4310
2828231414	580	820	1080	3360
1091113560	570	1150	4110	4730
441450177	1890	3400	4740	5030
1566054754	450	600	700	2330
3051889160	1090	1600	4350	4900
711050563	1730	2870	3910	4410
1939545912	490	1040	3920	4730
1197610179	210	430	920	3390
2292247144	370	760	2340	4290
143107513	1140	1780	3360	4510
707894278	490	790	1010	3030
1286132353	990	2170	3250	4600
3092308182	180	400	780	2690
3893471302	1200	2380	3000	4070
2234062153	370	630	3160	4180
1622863600	650	820	1060	3540
2311900821	370	860	2390	3680
3306893991	1010	1610	3460	4550
4208972428	1560	3850	4240	4630
1553798474	470	860	3540	4730
2170011112	560	1130	2860	4600
863480652	550	2160	4570	4960
3691205836	440	650	830	2740
1153646973	1760	3250	4020	4620
1182952088	1370	4640	5020	5210
880739968	1480	2030	3920	4590
481554187	300	600	2260	3880
952219094	610	1180	3070	4520
1542583891	450	970	2450	4250
1205954961	1680	4280	5030	5200
3202411410	520	1040	3630	4670
3172857319	2760	4650	4860	5030
853684729	3430	4410	4820	5130
3997502582	380	760	2000	4360
3885534788	420	750	4070	4760
1882825775	1400	1870	2710	3090
1488740665	2620	4090	5080	5220
2432261869	630	1190	3380	4680
2622833482	880	1810	4310	4740
1246644024	400	810	1650	3740
4049839035	210	1370	2280	4210
497441617	1760	4150	4770	5080
420204131	2190	4310	4980	5180
2454922389	2370	3610	4390	4880
3574842670	540	1110	3220	4380
1337447744	1760	2970	3460	4650
1492206712	210	420	880	3440
1198690960	510	1150	2420	4680
1205264910	810	1540	4380	4900
2764083082	4890	5020	5180	5320
848727745	740	1300	2670	3710
3658457678	530	960	3860	4510
1498861531	700	1400	4310	4710
1299324319	700	1070	4320	4860
4053738649	1000	1930	3930	4820
3884934170	440	890	2080	2780
597531840	1800	3150	4770	5080
4124519012	750	1240	3400	4120
3937799660	850	1650	4100	4720
546957697	3430	4670	5030	5230
664878979	960	1210	1470	3660
874139106	1520	2120	3720	4370
704549701	1820	2570	3230	4690
1527276457	630	1470	3410	4780
805980819	300	860	1960	3720
2128617802	900	3070	4700	5040
1697736081	480	730	920	3370
137569783	810	1270	4530	4940
2906684761	620	1530	3900	4800
3005449562	1750	4110	4400	4660
1985888470	500	1850	3910	4880
3518921323	590	1150	3030	4620
2003587796	1660	4620	4790	4990
372369988	200	370	860	3340
1988579239	520	1110	2510	4000
2582180546	870	1730	2120	3420
831454103	840	2740	3900	4730
4234581840	2020	4330	4630	4870
2097186333	270	400	560	3040
4139949842	2970	4550	4740	4920
2541581759	280	570	1210	3490
2867782780	610	1230	2610	3610
415844644	590	1440	2440	3930
1244957332	390	920	1450	3000
1526022721	3110	4470	4650	4790
796371878	470	990	2160	3490
1491734269	560	900	1550	3050
1426039719	1000	1860	3760	4570
1013432951	940	1870	3700	4200
737521833	380	1450	3950	4650
3741671192	1610	4570	5110	5230
472019697	950	3450	4980	5100
2354872562	1340	3880	4180	4980
2344649012	780	2180	4410	4870
269068333	660	1100	2590	4340
2286397876	380	510	700	3240
1093095411	280	560	1190	3590
4249901595	1840	4120	4750	5080
3077709276	1360	4210	5070	5220
3584826988	700	2180	4320	4870
1127060016	480	650	830	3600
1340516499	3160	4770	4980	5120
275842173	1120	1680	2010	3810
3511462177	560	1160	3170	4710
3360738069	2540	4650	4800	4970
1831428319	910	1620	3820	4610
2762401364	730	920	1180	3420
1645832677	1000	2010	4600	4920
1132067311	1820	3860	4800	5040
3994215624	1670	4430	4600	4780
2604211993	710	2090	4170	4860
2266120810	2030	3470	4240	4840
3983837013	1910	3420	4700	5060
1833059540	3350	4640	5020	5210
1172588399	1890	4110	4410	4750
2782219942	930	1940	4450	4900
1367613852	1280	1540	2270	2950
347599172	830	1660	4220	4760
3135295601	1070	1970	4210	4830
3492520312	1320	1820	2540	3730
879655226	890	1790	4180	4690
4284747964	590	1060	1810	3220
1046793366	440	770	2090	3760
2003278871	590	1130	3460	4400
2054341634	1590	2890	4000	5000
1104023218	540	1140	3310	4390
3143667147	1820	4420	4670	4880
3433229355	590	1460	2960	4260
2309747477	2090	3620	4300	4850
308863633	490	820	2600	3940
3558662137	1120	2730	4430	4890
585597846	730	2980	3410	4340
1897783398	2760	4580	4740	4890
3750355363	1230	1860	3500	4060
3634880038	1290	2670	3960	4760
1237715081	1340	2970	4830	5090
1947878690	2820	4860	4960	5090
3727521711	850	1650	4300	4850
2983355323	1010	2520	4030	5030
1051435148	510	680	810	3690
568233136	2200	3500	4170	4740
2382271697	360	570	2620	4120
507501643	540	1170	3310	4590
1113483560	3810	4160	4570	4870
95150357	710	3120	4600	4970
3319207915	300	600	1720	3050
3680736834	420	1250	3540	4670
1316302518	280	520	2810	4500
2811871216	3760	4830	5170	5300
1429202009	880	1640	4010	4660
1195284021	2410	3450	4030	4720
4278572518	470	890	2880	4180
3146834841	1720	3990	4760	5060
1376374315	480	980	2250	4670
2001764236	470	1030	3360	4670
1131458314	520	1620	4620	5010
682589443	2610	4880	5040	5290
191329672	760	1520	3710	4750
