RandomSeed	CP1	CP2	CP3	CP4
517871934	1310	2670	3240	4210
1227103299	590	1190	2680	4080
3653759354	1190	1910	2470	3930
2737564893	1180	1650	2180	3970
2987935626	3340	4690	4860	5040
3664786015	520	970	2170	3800
1452471463	520	870	3700	4760
2246241605	1170	2510	4000	4660
1723477945	490	1040	2840	3450
2192730695	690	1090	2600	3840
1765252531	560	1210	2450	4160
3742844128	1310	2390	4210	4770
170213397	630	1370	2410	3820
2926795307	630	1210	2820	4130
3683654040	500	1520	2860	4290
2317397057	1140	2790	4390	5030
4096267878	1460	2070	2550	3630
1689172949	650	1220	1730	2390
2321905849	980	1410	1920	3780
3962143194	440	600	760	1870
2112921525	490	1000	2790	3780
2504106561	420	930	1530	2060
185172935	510	1190	3280	4400
1138817246	660	1180	2870	4170
2229616622	3710	4140	4620	4960
3117489099	500	980	1600	2060
2268415304	650	1380	2780	3930
2799240110	200	410	890	2690
2707876291	500	1130	1950	3720
835117613	380	800	1100	1500
982298188	1110	2940	4600	4930
1434776838	1110	1650	2210	3820
282213317	680	1300	2430	3950
3033058056	1150	1710	2190	3460
3049447256	730	1310	2910	4250
2828231414	960	1470	1940	4230
1091113560	430	1160	1550	2010
1566054754	970	1940	4210	4890
441450177	1250	1960	2630	3810
1939545912	510	1050	1590	2020
3051889160	1660	2960	3950	4770
711050563	860	1280	1910	2540
1197610179	550	1080	2570	3920
143107513	1190	1870	2480	3960
2292247144	600	1180	2620	3710
1286132353	1080	3270	4440	4870
707894278	500	990	3070	4490
3092308182	1040	2190	4320	4860
3893471302	530	1090	2260	4260
2234062153	1800	3190	3780	4340
1622863600	1640	3180	3730	4290
2311900821	510	1340	3000	4070
3306893991	1210	1660	2160	4210
4208972428	490	1090	2570	3950
1553798474	1330	1760	2230	4030
2170011112	660	1150	2580	3710
863480652	1390	2400	4290	4860
3691205836	1360	2350	4070	4700
1153646973	440	810	3420	4260
1182952088	470	1020	3480	4720
880739968	1050	3000	4320	4900
481554187	1390	2540	3240	3860
952219094	500	890	2940	4340
1542583891	1550	2990	3620	4070
1205954961	560	1090	2290	3610
3202411410	650	1150	2440	3520
3172857319	680	1460	3050	3750
853684729	1310	3030	3540	4020
3997502582	1390	1970	2370	3730
1882825775	440	940	1470	1910
3885534788	1830	3110	3530	3880
2432261869	530	970	2230	4210
2622833482	1140	1660	4370	4960
1488740665	1110	2040	2630	4250
497441617	1460	2010	2410	4140
4049839035	610	1060	2480	3750
1246644024	1950	3190	3600	4300
420204131	540	1010	2210	3670
1337447744	1560	3400	4440	4910
3574842670	970	1650	2360	3990
2454922389	1700	2980	4310	4860
1198690960	1470	2010	2580	3930
1492206712	330	720	1600	4250
1205264910	470	820	2030	4260
2764083082	640	1280	2720	4010
3658457678	1310	1820	2230	3540
848727745	1410	2930	3510	4270
1498861531	1240	2700	3390	3960
1299324319	1510	1860	2200	3360
4053738649	1200	1680	2170	3620
3884934170	1330	2700	3280	3930
597531840	550	1080	2100	3910
3937799660	1220	1800	2380	3630
546957697	1370	2930	4240	4880
4124519012	510	990	2310	3860
664878979	3850	4200	4610	4990
874139106	1790	2320	2820	4020
704549701	760	1140	1460	3350
2128617802	560	970	1950	3220
1527276457	490	1110	2130	3790
805980819	750	1440	3260	4180
1697736081	1730	2890	3530	4000
2906684761	1070	1510	2040	3350
3005449562	500	1080	2960	3730
137569783	1370	2200	3010	4060
2003587796	1580	3310	4180	4990
3518921323	370	690	2580	4000
1985888470	600	1010	2160	4100
372369988	580	1040	2410	3960
1988579239	610	1150	2490	3970
831454103	1800	3300	3750	4180
2582180546	570	1130	2690	3900
4234581840	2130	2880	3450	3930
2097186333	1150	2050	4220	4860
2541581759	540	920	1970	3870
415844644	1140	1830	2450	3630
4139949842	1080	1660	2250	3880
2867782780	1910	2990	4390	4900
1244957332	1410	2620	4270	4790
796371878	460	970	1360	1810
1526022721	630	1580	3020	4260
1491734269	1950	2310	2600	3710
1013432951	500	1270	2590	3660
1426039719	490	1240	2230	3960
3741671192	1320	2560	4430	5010
737521833	330	690	2410	4090
472019697	1350	2230	4110	4700
2354872562	490	950	2940	3920
2344649012	1700	2980	3470	3920
269068333	1440	2760	3370	3810
2286397876	1400	2640	3100	3600
1093095411	470	1020	2320	3840
4249901595	1550	3240	3780	4400
3584826988	1310	1900	2740	4180
3077709276	1020	2370	4240	4820
1127060016	660	1220	1710	2410
1340516499	1790	2440	2800	4120
275842173	1620	2780	3350	4040
3511462177	1020	2460	4410	4860
2762401364	1550	2680	4120	4700
3360738069	1250	2780	3400	3810
1645832677	1520	2840	3350	3780
1132067311	1800	2880	3280	3790
1831428319	470	1320	2950	4240
3994215624	440	940	1970	3840
2604211993	600	1210	2330	3480
3983837013	560	1100	2710	3980
2266120810	830	2390	4070	4710
1833059540	590	1400	2580	3610
1172588399	1210	2850	3350	4240
2782219942	1070	1580	2060	3270
1367613852	550	1040	2680	3910
879655226	1240	1600	2130	3900
347599172	1210	1780	2300	3520
3492520312	570	1250	3120	4090
3135295601	550	1140	2720	3940
4284747964	1230	1950	2530	4110
1046793366	620	1100	2240	4170
2003278871	1890	3510	3960	4360
1104023218	430	930	2540	4070
2054341634	470	1360	2780	3970
3433229355	370	760	2270	4360
3143667147	720	1230	2840	4130
308863633	1370	2660	3340	3890
2309747477	960	3180	3580	3960
3558662137	1180	2340	4320	4790
1897783398	440	1040	2890	3870
585597846	520	1020	2460	4020
3750355363	2280	3120	3830	4320
3634880038	540	790	1180	1670
3727521711	1270	1810	2240	4260
1237715081	1280	2850	3480	4270
2983355323	460	830	2180	3870
1947878690	1700	2820	3330	3970
568233136	520	970	1710	2200
1051435148	1560	1950	2640	4070
1113483560	1600	3650	3970	4380
2382271697	410	860	1820	3890
507501643	600	1050	2520	3850
95150357	530	1110	2410	3870
3319207915	910	1970	2550	3860
3680736834	520	1000	3040	4070
1316302518	420	1060	2050	4160
2811871216	1290	2000	2610	3930
1195284021	420	870	1410	2100
1429202009	590	1160	2320	3790
4278572518	600	1140	2740	4160
3146834841	1180	2780	3340	4070
1376374315	1020	2630	4230	4760
2001764236	1380	2010	2700	3880
1131458314	460	1040	2280	3660
191329672	620	1340	2790	4050
682589443	500	990	2310	4070
3193172659	690	1460	2870	4010
146578520	1070	1850	3990	4720
509349621	500	1080	1520	2030
932666997	490	1080	1680	2140
1752699137	1200	1780	2460	4030
4238801213	710	1450	2590	4070
2037439774	1190	1790	2340	3960
2757175943	3410	3990	4480	4960
3998928264	1030	1660	2190	4110
2919329264	480	910	1420	2130
3994574495	670	1280	2440	4010
1375064758	530	1330	2810	3770
2783600845	1450	3240	3780	4310
1167235507	3510	4020	4460	4970
4152466951	470	780	2150	4330
1753070611	1180	2810	4240	4780
2550099130	510	1090	2610	3960
1490547752	1140	1700	2150	4000
1466578631	570	1190	2590	4190
3491701237	1120	2600	4240	4890
2847189846	540	1280	2460	4100
3749446799	450	1030	3480	4410
735069532	590	1180	2030	2750
1626587611	1650	2900	3420	4090
68551999	1480	2080	2600	3630
2223828649	1370	2490	3100	3710
4105201769	470	950	1460	1930
3157930097	400	880	2990	4470
189709885	1360	2440	4320	4870
1803245909	1560	2110	2710	3980
214149351	1220	2540	3480	4130
4217804283	1650	2800	3310	3790
1796176457	940	1340	1660	4110
3688019701	1080	2430	2940	3350
885905749	1150	2060	2590	3990
1055783420	930	2550	4770	5160
2962108129	640	1290	2680	3890
1653524338	1480	1900	2210	3280
2764200831	3800	4230	4570	4860
3739542573	500	960	3110	4130
2595130513	1350	2960	4310	4780
2118811186	340	660	1560	2050
782888308	1200	1760	2250	3970
932906039	1200	3150	3770	4290
3924459234	370	780	1690	3760
732851856	2640	3230	4390	4960
1039028641	1110	1760	2280	4250
5884705	650	1000	2410	3850
3109810896	400	950	2650	3670
1062197191	1070	1970	4260	4800
2365792905	1410	2610	3160	3910
3489716681	500	1100	2190	3310
2994180991	1480	2670	4200	4850
1907891669	560	1130	2570	3680
3993136974	1160	2570	3970	4800
1683982465	1540	3050	4410	4840
3524177531	1650	2800	3430	4150
4100080074	3290	3870	4320	4890
331571325	1490	2970	3570	4140
3786793572	1760	2090	2420	3620
1996406921	1360	2080	2670	3880
261706812	1370	2610	3140	3600
1039469535	540	890	2140	3850
3547703379	620	1240	2650	3850
2496489609	380	1010	2450	4190
1317588938	1080	2830	3330	3950
2887707971	1730	2130	2580	3990
2392861266	1360	2950	3180	3390
4149429638	1680	2680	3330	3910
3603015071	580	1100	2390	3760
1282159879	1260	2970	3700	4340
3154484492	560	940	1960	4240
2192771565	600	1090	2380	4070
2317325517	1470	2160	2640	3720
2313175901	340	890	1960	4140
2417902801	1270	1950	2460	3670
791300453	360	920	1830	3910
3564474809	990	3330	4390	4980
2618139428	560	1000	2730	4100
2590297747	1440	2950	4150	4760
3723647877	770	1210	2750	3930
3041732410	540	1040	2670	3930
1298732263	1460	1970	2420	3970
2476104809	560	1370	2760	4290
1292741015	1230	2000	2390	3710
2075446947	650	830	950	1050
497545794	1340	2950	3560	4040
3666505647	1380	1880	2530	3960
4001799206	1230	1780	2180	3590
1589151483	1180	1910	2550	4070
2146108897	590	1220	1800	2360
2406384722	490	1030	2420	4020
620539225	1850	2960	4120	4770
58042969	1520	3240	3660	4160
3633404030	460	1140	2210	4030
2610895883	1240	2750	4190	4830
3398969412	530	1080	2740	4020
2989694094	1230	1790	2300	3800
3064838371	1590	2120	2490	4010
3325086986	420	1150	2360	4010
694117159	800	1250	2700	3680
212043402	510	890	2350	3050
3580588890	530	1140	2850	4270
58211080	1440	2000	2610	3720
278006558	1270	3050	3570	4110
883717399	1420	1990	2480	3410
3984896489	1200	2950	4300	4910
2608401498	590	1210	2540	3980
3309453847	1430	2080	2550	3970
1874324111	530	1120	2310	4060
927582311	1400	1990	2600	4050
2338749760	580	1070	2490	4200
2038958988	580	1300	2500	3680
1003132776	580	1200	1670	2140
2916520392	370	750	1260	1600
2273047547	1020	2990	3590	4200
1292696474	1270	1900	2510	3320
1058506388	500	1010	1580	2180
4149443655	1540	2940	4220	4700
378714246	970	2720	4350	4910
910483187	1420	2900	4500	4860
885594137	1410	2780	3270	3820
1509960178	3000	3640	4150	4830
3063551557	440	980	2190	4060
3906741815	470	830	2190	3830
3043448104	610	1160	2640	3590
1475049549	1450	3080	3660	4180
838171774	510	1080	2660	3880
2859856002	490	1190	1610	2280
516379537	1190	1850	2510	3960
34516584	1370	2060	2480	4050
3019778947	1470	2820	3440	4170
1164372853	310	540	870	1190
2652183336	1410	2400	4010	4690
1314197481	1800	2770	3440	4490
74707270	540	1010	1510	2070
3114595488	1160	2410	4280	4840
