RandomSeed	CP1	CP2	CP3	CP4
314141515	4710	4750	4820	4860
2219285411	950	1060	2610	4460
4082056113	1550	2000	2390	3520
924713390	510	1010	2130	3760
3401103502	1450	3010	3530	4210
1131189261	1990	2740	4500	4980
3899523377	1640	2900	3410	4010
793634665	3660	4130	4510	4940
3757716468	1520	3780	3950	4170
4270690140	1830	2950	4180	4730
3789912611	1300	3080	3520	4010
999938796	160	300	640	1680
2804943129	1530	3040	3540	3990
2015751562	1610	2840	3260	3760
3701844453	540	870	1260	1660
2581363565	3120	3770	4290	4890
1050472014	2190	3030	3580	4080
1316979850	1440	2750	3370	4070
284597940	530	940	1340	1730
4118541579	1230	2900	4410	4920
3779000523	1230	3360	3810	4280
4009754830	1390	1970	2450	4100
2683833668	1070	1570	2080	3270
656483978	1260	1820	2440	3300
248325888	3160	4530	5050	5220
1669376957	1570	3090	3630	4210
1183438788	4330	4670	4940	5150
2832229792	3440	3940	4410	4890
1194991662	1240	3110	4260	4810
2188717342	3700	4080	4420	4890
1917387321	1840	3290	4440	4910
626219905	3800	4210	4590	5000
3813644355	1290	2710	3210	3670
2832467231	3050	3630	4210	4790
2743467782	1330	2630	2930	3430
2044752438	1380	3430	3900	4310
1722388874	1740	3080	3430	4140
3487987995	1140	1690	2210	3560
3870930578	1470	3000	3530	3970
214350298	1800	2850	3390	3950
431802487	3640	4150	4670	5030
3011384469	2180	3350	3860	4260
2797703552	3240	3750	4300	4800
55237123	750	1020	1460	1910
1406985870	3350	3950	4450	4970
2297028809	3950	4260	4560	4990
1531223333	1360	2970	3540	4120
849250049	3880	4330	4740	5070
1920611637	1640	3200	3680	4170
1660049108	2620	4720	5070	5220
928167111	1650	3120	3500	3910
3735979029	750	1180	1660	2120
1066183376	2710	2910	3010	3120
2986838381	2770	3180	3690	4620
4168350226	1710	2920	4220	4820
3264473916	1510	2370	4020	4710
3179163677	670	1890	3770	4550
1003232210	3850	4150	4610	5050
517551843	320	790	3530	4170
4035067075	3850	4170	4510	5020
451729997	1520	2600	3000	3400
223166015	1950	2880	3290	4030
3115825727	3150	3650	4000	5030
2154562403	1200	1900	2310	4010
915439050	1230	1800	2330	3570
3507086058	1340	2010	2700	4010
2673943255	1990	3030	3510	4150
2343443832	1750	2990	4290	4770
2842793596	920	1270	2880	4390
2544952694	1390	1880	2370	3120
3325982164	3210	3610	4150	4810
3390494088	1980	3150	3730	4260
2371322714	1880	2330	2730	3490
856806591	450	930	3100	4740
1255622093	3770	4790	5140	5290
2629013021	3680	4630	4770	4940
4110462571	1460	2020	2600	3780
4051655409	560	950	1360	1850
2200151146	1360	1960	2480	3520
3462089791	1570	1980	2380	3220
3706613117	580	1080	1610	2150
1012373426	2240	2390	2690	3760
861707861	1940	2300	2720	3620
1643818261	1560	2910	3290	3700
849201940	1790	2860	4170	4680
2893623154	910	1790	3990	4720
1720782719	2150	3010	3440	3850
1012834744	520	1080	1630	2320
4166183822	470	1230	2640	3670
2736447030	3230	4440	4960	5190
1419713535	2750	2840	2910	3230
865394489	1690	3460	3730	4150
1252152986	1530	2990	3360	3970
62416606	1150	1540	1950	4350
3980223678	3520	3990	4450	4910
3938654915	3440	4690	5080	5240
854025192	1820	2830	3450	4140
396027844	1840	3480	4530	5000
3431397950	3550	4140	4640	5050
4222767335	1310	2010	2160	4340
362973431	1210	1780	2280	3460
3944403013	1790	2220	2680	3890
348767606	1390	1900	2390	3520
473420687	1650	2870	3360	3870
1281793784	4310	4590	4790	5100
2969034398	1580	3220	4410	4880
2754657949	3380	3910	4380	4880
3107004459	4200	4540	4800	5070
3973085126	1820	2690	4170	4810
2969676214	2330	3270	3720	4180
3213201197	980	3060	3600	4110
1454476356	1670	3420	4450	4930
297700080	1060	4090	4780	5110
2443643671	1470	1940	2320	3900
2014716468	3120	3720	4280	4620
3421064466	1130	1860	2320	4070
2569549502	1460	2030	2640	4080
3307272501	2000	2990	3520	4070
2721179538	1530	2050	2600	4020
1473486872	650	1170	2420	3540
1792910868	1580	2160	2670	3750
