RandomSeed	CP1	CP2	CP3	CP4
3742844128	620	1240	3220	4560
2737564893	1470	3350	4540	4910
1723477945	680	1810	3790	4440
1452471463	2280	4030	4920	5190
2987935626	750	1920	4300	4810
1227103299	650	1370	4600	4990
2246241605	3100	4770	4930	5090
3664786015	5000	5080	5200	5300
2192730695	1430	2450	3430	4420
3653759354	1020	2570	3510	4460
517871934	1350	2920	3640	4630
1765252531	510	1000	2910	4740
2926795307	410	600	800	2690
170213397	1870	4360	4860	5180
4096267878	1980	4110	4440	4840
3683654040	560	820	1080	3490
2317397057	1180	2040	4040	4580
2321905849	260	510	1150	2910
1689172949	290	620	1470	3800
3962143194	930	1910	4410	4840
2504106561	580	1190	3820	4480
1138817246	1650	3370	4720	5050
2112921525	810	1650	4130	4720
185172935	260	520	1050	4210
3117489099	570	1140	3820	4560
2229616622	430	650	870	3080
2268415304	5130	5200	5240	5330
835117613	220	440	890	2890
2707876291	2050	4420	4890	5160
2799240110	250	520	1980	4190
982298188	2510	4510	4720	4950
3033058056	830	1670	4220	4830
3049447256	940	2540	4230	4810
1434776838	1770	3540	5050	5210
282213317	2350	3830	4420	4890
2828231414	5020	5060	5090	5200
1566054754	1960	4760	4910	5060
1091113560	560	1290	1910	3240
441450177	4930	5060	5210	5310
3051889160	450	970	1730	3730
1939545912	840	1680	4120	4550
711050563	1860	4160	4510	5050
1197610179	440	960	2830	4180
143107513	4780	4910	5080	5280
2292247144	570	1310	1890	3280
1286132353	470	890	2260	4170
707894278	180	350	740	2340
3092308182	860	2310	4330	4810
3893471302	150	310	650	2440
2234062153	1900	4530	4740	4950
1622863600	400	830	2520	4300
3306893991	620	1390	3820	4630
4208972428	140	270	400	530
2311900821	1170	2350	3520	4720
3691205836	1830	4530	4980	5190
1553798474	200	440	1040	3280
2170011112	2290	4280	4410	4480
863480652	1720	4060	4320	4710
1153646973	2090	4250	4460	4710
481554187	2080	4420	4670	4880
1182952088	470	1360	4530	4900
880739968	200	410	880	3200
952219094	1390	1810	2590	3090
1542583891	1270	3160	4630	5010
1205954961	2000	4650	5050	5220
3202411410	970	1610	4400	4920
3172857319	1520	3080	4810	5120
3885534788	1080	2520	4390	4950
3997502582	2150	4340	4890	5160
1882825775	2350	4360	4950	5180
2432261869	390	780	2380	4350
1488740665	140	290	610	3130
2622833482	790	2000	4260	4830
1246644024	840	1410	3770	4600
4049839035	1670	3390	4700	5010
497441617	930	1630	4100	4680
3574842670	730	1260	4060	4810
420204131	600	900	1190	4060
1337447744	360	1950	3290	4390
2454922389	570	1050	2790	4100
1205264910	480	960	3030	4540
1492206712	440	920	1510	2560
1198690960	550	1100	3540	4390
3658457678	770	1530	4190	4640
2764083082	420	850	2370	3230
848727745	1230	2470	4110	4800
4053738649	630	1270	3770	4610
1498861531	440	890	2280	3700
597531840	2560	4660	4830	4970
1299324319	910	1830	4170	4600
3884934170	510	640	800	4150
3937799660	660	1730	3640	4630
4124519012	650	1230	3690	4560
664878979	1050	1770	4180	4810
