RandomSeed	CP1	CP2	CP3	CP4
517871934	1390	2220	3030	4010
1227103299	590	3170	4080	4830
3653759354	2340	4500	4730	5000
2737564893	1290	3480	4880	5140
3664786015	520	870	3740	4530
2246241605	470	990	1830	2470
1452471463	2430	3030	3850	4760
2987935626	1760	4720	4880	5120
1723477945	2970	3980	4470	4950
2192730695	810	1760	2650	4330
3742844128	2040	3080	3720	4310
1765252531	530	1260	3950	4850
2926795307	260	710	1610	3590
170213397	1530	2760	4450	4890
3683654040	390	2470	3300	4380
4096267878	2410	4550	4980	5190
2317397057	1390	2860	5030	5190
2321905849	490	890	1170	3130
1689172949	740	1220	3800	4520
3962143194	440	600	740	3760
2504106561	720	1800	4190	4770
2112921525	560	1950	3410	4530
1138817246	580	730	810	2160
185172935	350	590	2420	4400
3117489099	900	1650	4010	4770
2229616622	1130	1950	4140	4890
2707876291	1310	3360	4500	4950
2268415304	1530	3510	4720	5060
2799240110	130	290	430	590
835117613	660	910	1090	3280
982298188	850	2760	4740	5070
1434776838	640	1520	3590	4420
3033058056	960	1810	4080	4790
3049447256	1260	2530	4390	4900
282213317	1320	4770	4910	5050
2828231414	800	950	1170	3280
1091113560	420	1500	3960	4610
1566054754	730	1110	3340	4970
441450177	1230	4260	4660	4830
3051889160	940	1360	3570	4880
1939545912	740	1740	4130	4760
711050563	1280	2540	3510	4080
1197610179	2570	3630	4370	4760
143107513	950	1880	4010	4830
2292247144	720	2800	3100	4210
1286132353	1940	4730	4860	4970
3092308182	580	1410	2880	4720
707894278	580	1750	3190	4060
2234062153	520	1030	2970	4360
3893471302	230	460	930	2650
1622863600	1460	2740	4180	4720
2311900821	300	380	500	2100
3306893991	810	1210	1630	3730
4208972428	170	350	960	4350
1553798474	1610	3180	4040	4890
863480652	1790	3590	4160	4810
3691205836	1780	3740	4110	4700
2170011112	460	660	770	4160
1153646973	270	600	1990	4000
1182952088	450	710	2520	4840
481554187	1540	4510	4790	5170
952219094	580	2000	4620	5080
880739968	1780	4200	4770	5100
1542583891	260	960	2140	3950
3202411410	790	1410	4170	4870
1205954961	560	1000	3840	4970
853684729	1990	2330	3030	3540
3172857319	680	2420	3470	4620
3885534788	510	850	3550	4490
3997502582	2110	4500	4710	4930
2622833482	1340	3170	4650	4990
2432261869	440	660	2960	4550
1882825775	310	550	1430	3520
497441617	2310	2650	3480	4010
1488740665	2630	3750	3890	4030
1246644024	270	800	1230	3520
4049839035	510	800	4470	4900
3574842670	750	1650	2920	4000
420204131	470	720	880	3870
1205264910	470	750	1760	3290
1337447744	1830	4440	4980	5190
2454922389	610	1070	4440	4870
1198690960	2790	3850	4520	5110
1492206712	230	420	850	3120
2764083082	500	820	2440	4010
848727745	2210	3160	4120	4830
3658457678	1820	4420	4630	4870
1498861531	730	1240	1950	3440
4053738649	1220	1790	4040	4630
3884934170	2700	4630	5050	5210
1299324319	650	1970	3860	4580
597531840	550	1280	2430	3120
3937799660	1050	1540	4140	4550
664878979	2050	4380	4610	4850
4124519012	1990	3380	4570	5010
546957697	2370	4800	4910	5050
704549701	630	1010	2980	4320
1527276457	490	1300	3170	4320
874139106	260	480	990	2820
2128617802	560	1010	3920	4660
137569783	3150	4360	5110	5260
805980819	2140	2750	3400	3860
1697736081	720	1130	3670	4920
2906684761	870	1280	4130	4750
3005449562	1540	3070	4530	4840
1985888470	610	960	1420	2760
1988579239	230	400	970	3080
2003587796	1840	4070	5010	5220
3518921323	1480	2550	3470	4790
372369988	550	730	880	2920
4139949842	550	1630	3240	4480
831454103	740	1040	1310	3900
2582180546	350	770	2710	4150
4234581840	630	890	1120	3160
2097186333	1410	3220	4520	5100
2541581759	540	920	2880	4700
2867782780	600	1040	3390	4790
415844644	2130	4260	4920	5160
1244957332	1670	2950	4620	4820
1526022721	560	1500	4230	4910
796371878	850	1180	3430	4300
1426039719	170	390	1310	2760
1491734269	1090	2480	4380	4890
1013432951	2580	4430	4630	4880
472019697	1590	3010	4190	4700
737521833	240	330	450	3730
2354872562	540	1710	3610	4680
3741671192	1370	3760	4900	5120
2344649012	1000	3390	4790	5060
269068333	3510	4840	5120	5260
2286397876	550	2630	4120	4960
1093095411	440	670	950	3200
3584826988	720	2880	3690	4220
4249901595	850	1410	3950	4500
3077709276	500	960	3090	4490
1127060016	770	1420	4270	4820
1340516499	1260	1470	1680	2730
3511462177	940	3270	3800	4730
275842173	190	370	810	2850
3360738069	3660	4730	4880	5040
1831428319	280	460	2120	4370
2762401364	620	1010	3040	4200
1645832677	590	970	3490	4510
1132067311	930	1980	4260	4950
3994215624	460	670	1010	3590
3983837013	350	760	1100	2120
2604211993	630	1620	4350	4870
1172588399	570	1430	2960	4010
2266120810	710	1490	2200	3400
1833059540	550	1550	4480	4940
2782219942	980	1580	4200	4750
347599172	1160	1740	3970	4640
1367613852	300	600	1860	2670
3492520312	560	1080	2460	3630
1046793366	690	1100	2520	3490
879655226	1470	2860	3600	4750
2003278871	710	1600	4060	4670
3135295601	510	790	910	2460
4284747964	2190	2660	3530	4000
1104023218	170	280	720	3120
3143667147	750	940	1110	2470
2054341634	2860	4570	5030	5210
3433229355	360	600	2080	3880
2309747477	1730	3450	4720	5050
308863633	1550	4650	5050	5220
3558662137	1210	3010	4650	4870
1897783398	250	500	1740	3490
3750355363	330	670	1510	4250
585597846	310	690	3200	4290
3727521711	1530	2060	2990	3900
2983355323	390	540	710	2880
3634880038	630	1050	3450	4110
1947878690	480	680	870	3330
1237715081	570	1890	3140	4100
1051435148	840	1930	3890	4940
568233136	630	1990	3220	3770
1113483560	850	2130	4260	5010
2382271697	580	790	980	3010
507501643	600	980	4440	4890
95150357	190	460	850	2890
3319207915	580	1450	2300	4260
3680736834	540	1330	2150	3680
1316302518	390	1240	3090	3790
2811871216	2370	4600	4700	4840
1429202009	500	970	3720	4740
1195284021	370	870	4010	4630
4278572518	410	710	3090	4170
1376374315	3120	3580	4190	4580
1131458314	440	1040	4050	4870
3146834841	170	310	1010	2330
191329672	290	580	2400	3680
2001764236	2460	4510	4590	4680
682589443	490	780	2650	4170
3193172659	1400	3320	4880	5140
146578520	1240	3250	3840	4850
932666997	800	1760	4080	4790
4238801213	3250	4190	4960	5180
509349621	580	1260	3600	4390
1752699137	1040	1630	4200	4640
2757175943	1090	1780	4240	4840
2037439774	560	1890	3750	4180
2919329264	480	910	3840	4630
3998928264	540	1680	2990	3530
2783600845	2520	3780	4310	4680
3994574495	670	1260	2230	2850
1375064758	2950	4060	4750	5060
4152466951	470	550	630	3300
1167235507	1840	4090	4860	5110
1753070611	910	2040	4630	4900
2550099130	180	330	480	610
1490547752	1700	2060	2820	3710
3491701237	880	3430	4790	5060
1466578631	200	490	910	3590
2847189846	290	440	1900	3740
3749446799	440	2090	4310	4740
735069532	790	2780	4290	4880
1626587611	460	770	1520	3240
68551999	1160	2470	4570	4980
2223828649	1050	2350	4620	4990
4105201769	670	1310	3610	4430
3157930097	350	480	570	2180
189709885	3370	4780	4900	5080
214149351	1220	3100	3480	4000
1803245909	380	730	2680	4610
4217804283	1160	3030	4590	4990
1796176457	780	1160	2440	3100
3688019701	740	2280	4300	4670
885905749	2500	3650	4590	4970
1055783420	1290	2480	3910	4960
1653524338	590	1990	3990	4700
2962108129	420	690	1480	2610
3739542573	430	700	2100	3270
2764200831	860	2130	4440	4720
2595130513	2240	4530	4750	5070
2118811186	290	540	1790	3760
782888308	1760	1910	2000	3280
3924459234	190	380	930	3370
732851856	560	1110	2630	3950
5884705	860	4280	4960	5180
932906039	1840	4170	4430	4580
1039028641	700	2000	3400	3770
3109810896	170	350	620	1850
3489716681	510	1450	4240	4850
2365792905	2610	4400	4850	5190
1062197191	980	1270	3300	4780
1907891669	660	2570	4280	4620
3993136974	1030	1440	2100	3080
1683982465	1930	4580	4670	4870
2994180991	1070	2650	4880	5180
331571325	1360	2350	3570	4040
3524177531	220	430	880	3110
1039469535	540	680	870	3450
4100080074	830	1610	4160	4800
261706812	2820	3160	4270	4740
1996406921	890	2390	4540	5140
3547703379	1900	4570	5020	5210
3786793572	440	890	2270	4060
2496489609	360	800	2430	3610
1317588938	1720	2790	3180	4750
2392861266	3040	3920	4550	4970
2887707971	1140	2150	4660	4960
4149429638	1050	1980	3140	4090
3603015071	460	710	940	2610
2192771565	600	720	830	3470
