Pile ID	Distribution Type	X-Position	Y-Position	Pickup Time	Drop Off Time	Ant ID
1	1	-2.69867	2.07212	1377	1536.25	-1
1	1	-2.54867	2.07212	1627	1662.06	-1
1	1	-2.39867	2.07212	1057	1128.44	-1
1	1	-2.24867	2.07212	775	975.188	-1
1	1	-2.09867	2.07212	546	581.75	-1
1	1	-1.94867	2.07212	456	503.25	-1
1	1	-1.79867	2.07212	1083	1115.5	-1
1	1	-1.64867	2.07212	-1	-1	-1
1	1	-1.49867	2.07212	3108	3147.81	-1
1	1	-1.34867	2.07212	3122	3159.47	-1
1	1	-1.19867	2.07212	73	220.625	-1
1	1	-1.04867	2.07212	256	282.688	-1
1	1	-0.898665	2.07212	-1	-1	-1
1	1	-0.748665	2.07212	1490	1514.09	-1
1	1	-0.598665	2.07212	1083	1108.81	-1
1	1	-0.448665	2.07212	1140	1166.47	-1
1	1	-2.69867	2.22212	4881	5042.41	-1
1	1	-2.54867	2.22212	4254	4283.12	-1
1	1	-2.39867	2.22212	4366	4394.53	-1
1	1	-2.24867	2.22212	1183	1216.09	-1
1	1	-2.09867	2.22212	3582	3610.03	-1
1	1	-1.94867	2.22212	3534	3559.59	-1
1	1	-1.79867	2.22212	3885	3911.59	-1
1	1	-1.64867	2.22212	3158	3202.22	-1
1	1	-1.49867	2.22212	3021	3046.19	-1
1	1	-1.34867	2.22212	2764	2928.06	-1
1	1	-1.19867	2.22212	1332	1479.41	-1
1	1	-1.04867	2.22212	-1	-1	-1
1	1	-0.898665	2.22212	4894	4929.53	-1
1	1	-0.748665	2.22212	1004	1054.34	-1
1	1	-0.598665	2.22212	894	933.406	-1
1	1	-0.448665	2.22212	497	535.625	-1
1	1	-2.69867	2.37212	-1	-1	-1
1	1	-2.54867	2.37212	-1	-1	-1
1	1	-2.39867	2.37212	-1	-1	-1
1	1	-2.24867	2.37212	3785	3824.28	-1
1	1	-2.09867	2.37212	3706	3738.62	-1
1	1	-1.94867	2.37212	3781	3813.78	-1
1	1	-1.79867	2.37212	3976	4006.75	-1
1	1	-1.64867	2.37212	5311	5342.5	-1
1	1	-1.49867	2.37212	4771	4821.03	-1
1	1	-1.34867	2.37212	3067	3102.5	-1
1	1	-1.19867	2.37212	2948	2973.62	-1
1	1	-1.04867	2.37212	4899	4955.75	-1
1	1	-0.898665	2.37212	-1	-1	-1
1	1	-0.748665	2.37212	4686	4712.81	-1
1	1	-0.598665	2.37212	634	668.031	-1
1	1	-0.448665	2.37212	450	479.031	-1
1	1	-2.69867	2.52212	-1	-1	-1
1	1	-2.54867	2.52212	-1	-1	-1
1	1	-2.39867	2.52212	-1	-1	-1
1	1	-2.24867	2.52212	-1	-1	-1
1	1	-2.09867	2.52212	-1	-1	-1
1	1	-1.94867	2.52212	3886	3928.09	-1
1	1	-1.79867	2.52212	5159	5228.31	-1
1	1	-1.64867	2.52212	5118	5155.28	-1
1	1	-1.49867	2.52212	4350	4487.5	-1
1	1	-1.34867	2.52212	4511	4538.09	-1
1	1	-1.19867	2.52212	4736	4774.38	-1
1	1	-1.04867	2.52212	-1	-1	-1
1	1	-0.898665	2.52212	4621	4646.72	-1
1	1	-0.748665	2.52212	4207	4233.16	-1
1	1	-0.598665	2.52212	691	718.656	-1
1	1	-0.448665	2.52212	557	588.594	-1
1	1	-2.69867	2.67212	-1	-1	-1
1	1	-2.54867	2.67212	-1	-1	-1
1	1	-2.39867	2.67212	-1	-1	-1
1	1	-2.24867	2.67212	-1	-1	-1
1	1	-2.09867	2.67212	-1	-1	-1
1	1	-1.94867	2.67212	5340	-1	-1
1	1	-1.79867	2.67212	5199	5234.69	-1
1	1	-1.64867	2.67212	4961	5008.47	-1
1	1	-1.49867	2.67212	4564	4601.28	-1
1	1	-1.34867	2.67212	4624	4668.75	-1
1	1	-1.19867	2.67212	4718	4768.62	-1
1	1	-1.04867	2.67212	-1	-1	-1
1	1	-0.898665	2.67212	4693	4724.47	-1
1	1	-0.748665	2.67212	863	897.562	-1
1	1	-0.598665	2.67212	745	769.562	-1
1	1	-0.448665	2.67212	790	828.688	-1
1	1	-2.69867	2.82212	-1	-1	-1
1	1	-2.54867	2.82212	-1	-1	-1
1	1	-2.39867	2.82212	-1	-1	-1
1	1	-2.24867	2.82212	-1	-1	-1
1	1	-2.09867	2.82212	-1	-1	-1
1	1	-1.94867	2.82212	-1	-1	-1
1	1	-1.79867	2.82212	-1	-1	-1
1	1	-1.64867	2.82212	5044	5124.16	-1
1	1	-1.49867	2.82212	4837	4892.94	-1
1	1	-1.34867	2.82212	4711	4761.19	-1
1	1	-1.19867	2.82212	4877	4932.78	-1
1	1	-1.04867	2.82212	5152	5208.53	-1
1	1	-0.898665	2.82212	4887	4913.75	-1
1	1	-0.748665	2.82212	1065	1121.91	-1
1	1	-0.598665	2.82212	872	915.281	-1
1	1	-0.448665	2.82212	960	1008.66	-1
1	1	-2.69867	2.97212	-1	-1	-1
1	1	-2.54867	2.97212	-1	-1	-1
1	1	-2.39867	2.97212	-1	-1	-1
1	1	-2.24867	2.97212	-1	-1	-1
1	1	-2.09867	2.97212	-1	-1	-1
1	1	-1.94867	2.97212	-1	-1	-1
1	1	-1.79867	2.97212	-1	-1	-1
1	1	-1.64867	2.97212	5131	5214.12	-1
1	1	-1.49867	2.97212	4873	4962.38	-1
1	1	-1.34867	2.97212	4958	4999.75	-1
1	1	-1.19867	2.97212	5047	5079.31	-1
1	1	-1.04867	2.97212	5242	5304.91	-1
1	1	-0.898665	2.97212	-1	-1	-1
1	1	-0.748665	2.97212	4400	4531.97	-1
1	1	-0.598665	2.97212	4555	4590.97	-1
1	1	-0.448665	2.97212	4188	4213.56	-1
1	1	-2.69867	3.12212	-1	-1	-1
1	1	-2.54867	3.12212	4624	4672.88	-1
1	1	-2.39867	3.12212	-1	-1	-1
1	1	-2.24867	3.12212	-1	-1	-1
1	1	-2.09867	3.12212	-1	-1	-1
1	1	-1.94867	3.12212	-1	-1	-1
1	1	-1.79867	3.12212	5327	5371.69	-1
1	1	-1.64867	3.12212	5240	5285.5	-1
