RandomSeed	CP1	CP2	CP3	CP4
517871934	1140	1570	4520	5110
1227103299	2680	4340	4600	4840
3653759354	1000	4440	5040	5120
2737564893	630	1490	2980	3810
2246241605	1210	1880	2520	3820
1452471463	1270	1910	2510	3970
3664786015	2800	4860	5160	5280
1723477945	1210	1660	1800	1960
3742844128	2130	3050	3350	3700
1765252531	1790	2850	4130	4800
2192730695	940	950	1000	1410
2987935626	590	1290	2450	3650
170213397	3860	4230	4650	5040
2926795307	1590	2690	4150	4820
2504106561	3090	3720	4250	4810
4096267878	3780	4230	4570	4970
3683654040	1950	3010	3570	4010
2317397057	1300	2890	3500	4150
2268415304	5110	5190	5220	5310
2112921525	3420	3880	4410	4930
2321905849	1460	2750	3360	4070
1138817246	1240	1690	2300	3860
185172935	1590	3060	3690	4220
1689172949	1480	2300	2950	4150
2799240110	1440	2020	2570	3930
3962143194	3600	4060	4530	4920
835117613	1660	2790	3390	4080
3117489099	1840	3020	3590	4180
2229616622	1710	2880	3470	4070
3049447256	1680	2170	2490	3260
2707876291	3760	4140	4560	5010
1434776838	1040	1950	4670	5040
1091113560	3020	3530	4380	4870
982298188	1360	1990	2590	3720
3033058056	3420	3920	4340	4880
282213317	520	1210	3700	4440
143107513	3310	4720	4870	5010
2292247144	1480	2980	3500	4130
2828231414	2640	4830	5070	5200
1939545912	3440	3870	4400	4980
1566054754	1390	2650	3250	3970
1286132353	1600	2610	3170	3850
441450177	1380	2800	4820	5200
3051889160	3440	3650	3800	4290
707894278	1390	2640	4100	4730
1197610179	670	1270	2930	4150
711050563	650	1250	2750	4060
3893471302	1460	2030	2630	4110
2234062153	680	1310	2540	3780
3092308182	1460	1970	2490	3770
4208972428	1400	2790	3440	4000
1622863600	1500	2080	2620	3920
3691205836	3800	4280	4670	5080
2311900821	4700	4820	5000	5390
3306893991	3050	3670	4300	4790
2170011112	1240	3960	4230	4440
863480652	1200	3130	3660	4150
1553798474	1400	2170	2730	3910
1153646973	1310	1930	2510	3920
880739968	1530	2760	3380	4050
952219094	1180	1790	2320	3980
1542583891	1140	1580	2130	3780
481554187	3690	4120	4460	4880
3997502582	1270	3400	4450	4930
1182952088	1760	3010	4340	4860
3172857319	1060	2170	2810	3880
1488740665	1340	2780	4200	4750
1246644024	520	970	1450	1930
1205954961	4110	4540	4860	5060
3202411410	3410	3920	4370	4940
3885534788	1300	3200	4370	4910
420204131	2000	3380	3880	4260
4049839035	1270	2520	4250	4820
2432261869	1580	2060	2520	3880
497441617	3300	3830	4260	4800
3574842670	1950	3290	4470	4830
1882825775	1550	3450	4440	4910
2622833482	540	1180	1770	2330
1337447744	190	320	440	3240
2454922389	550	1010	2050	3460
848727745	2060	2550	2760	3020
1198690960	2020	3160	3710	4290
1205264910	1700	2800	3230	3640
3658457678	3280	3900	4280	4910
1492206712	1820	2350	2760	3900
2764083082	1520	2370	4310	4790
1498861531	1610	2510	4370	4930
664878979	1200	1770	2350	3300
4053738649	3280	3840	4380	4860
3937799660	1430	1810	2240	3860
1299324319	1250	3060	3740	4230
597531840	1650	3790	4640	5030
3884934170	470	630	790	2340
805980819	4230	4560	4810	5070
704549701	1520	2770	3550	4220
874139106	330	980	4530	4970
4124519012	3240	3760	4280	4870
1527276457	550	1290	1750	2230
546957697	550	650	2480	3840
2003587796	2540	2700	2850	3510
2128617802	3400	3940	4470	4930
2906684761	1410	2110	2680	4000
1697736081	2110	2390	2650	3910
3005449562	1500	3040	4240	4820
137569783	1270	2670	3100	3530
1985888470	1410	2080	2600	3880
831454103	260	450	690	980
372369988	1660	2950	4760	5090
3518921323	1730	2930	4140	4730
4139949842	3450	3990	4460	4910
2541581759	2900	3600	4230	4830
2582180546	3090	3200	3280	4950
1988579239	3160	3820	4450	4930
1244957332	1880	2400	2910	4150
415844644	3100	3670	4370	4860
2097186333	1430	2040	2620	3670
1526022721	1450	1950	2510	3730
4234581840	790	1140	1690	2080
796371878	1910	3030	3560	4200
2867782780	1210	1810	2430	3760
1426039719	1820	2900	3540	4190
3741671192	1510	2760	3340	3900
1013432951	3530	4060	4480	4960
2286397876	1560	2870	4100	4700
1491734269	1080	3280	4310	5140
269068333	3840	4260	4590	5090
4249901595	160	380	550	680
472019697	1600	2370	3000	4120
2344649012	1350	2520	3260	4040
737521833	3330	3890	4440	4870
2354872562	1410	2870	4240	4820
1127060016	3140	3680	4190	4850
1093095411	1780	2740	3180	3550
3584826988	530	1040	3370	4540
3077709276	2000	2880	3390	3960
2762401364	1270	2730	3170	3640
2604211993	3670	4140	4600	4940
3511462177	4460	4600	4800	4880
275842173	3250	3870	4470	4970
1340516499	1400	2700	3310	3920
3360738069	1420	2630	4090	4750
1831428319	1100	2900	4490	4960
1132067311	1270	2690	4060	4830
1645832677	1240	1910	2440	3470
1367613852	1430	2020	2550	3920
3994215624	1760	3550	4000	4470
1833059540	4420	4670	4930	5200
3983837013	1360	1870	2350	3810
2266120810	3540	4010	4550	4950
1172588399	1360	3630	4110	4500
4284747964	4080	4400	4650	5040
2782219942	1390	2020	2690	3950
3492520312	660	690	1060	4270
347599172	570	1030	1570	2080
3143667147	4000	4310	4730	5080
2054341634	3140	3900	4320	4870
308863633	1280	1930	2530	4210
1046793366	3760	4170	4550	4910
2003278871	1830	2280	2730	4070
2309747477	4110	4440	4700	5050
879655226	540	1080	1750	2400
3135295601	3400	3910	4470	4950
1104023218	1780	2230	2770	4070
3433229355	1430	2820	3320	3880
3750355363	640	1100	1730	2240
3558662137	1480	3550	3760	3930
568233136	1470	2730	3370	4020
585597846	3730	4170	4590	5050
3727521711	3300	3860	4360	4880
3634880038	1590	2730	3430	4040
1897783398	1140	2360	4080	4840
1113483560	1490	1800	2140	4600
1237715081	3360	3880	4340	4800
1376374315	1750	2770	4210	4840
2983355323	3690	4140	4540	4990
95150357	1710	3050	3640	4210
507501643	1490	2660	4380	4840
1316302518	1530	2790	3410	3980
2382271697	1780	3060	3630	4250
1947878690	710	1320	2530	3900
1051435148	3190	3790	4350	4890
2811871216	1210	3020	3390	4000
3680736834	690	760	2170	4840
